HIV_KNeighborsClassifier,HIV_NNClassifier,HIV_RandomForestClassifier,HIV_SVC
0.8,1.0,0.8,0.8
0.9527219728145656,0.9751162863199901,0.9502338196782644,0.9527222845741367
0.9564551571616791,0.9800937950937951,0.9564556277056278,0.9576998243302594
0.9592584741139314,0.9809232546998743,0.9585295013160999,0.9609176016535157
0.9542822040180836,0.9776055870326493,0.9558338165814803,0.9580146973889352
0.9502349708922828,0.9741221973961023,0.9512303842634733,0.9522256096529368
0.9506495328793724,0.9771910231408697,0.9523084508651891,0.9560408080703949
0.950701792997451,0.977250243054937,0.9517682402299001,0.9567447705118923
0.9514789896288081,0.9785387801200262,0.9536562787760477,0.9564555836037923
0.9487521300902468,0.9798174774035024,0.952446694773785,0.9542564639077786
0.946751449740242,0.9805915765024332,0.9514792072318885,0.9527232386565856
0.948199077979736,0.9812249007961871,0.9522707660494302,0.9540804083476069
0.947124440283557,0.982582152008334,0.9514789413712295,0.9535525095949063
0.948347881461779,0.9823907538602583,0.9523403052875636,0.9548286083626787
0.9500570959247099,0.9822267386714989,0.954144984879384,0.9562778110690484
0.9510642854298024,0.9824163144210212,0.9555431735242227,0.9576996821500444
0.9517899798440164,0.9819601208599066,0.9564555072529846,0.9586359015671668
0.9529389784900083,0.9815575752577512,0.957769170193594,0.9598951943700198
0.9538289698002023,0.9813380371951977,0.9583908173025162,0.9599114215504686
0.9533778634671979,0.9807487065458759,0.9578305807399399,0.9597949887031755
0.9540074435638617,0.9804671611238497,0.9583618969948832,0.960352503384156
0.9541449160051473,0.9799754431753362,0.9587660053851532,0.9605433566192548
0.9540802849817581,0.9802070588348979,0.9590317265025476,0.9607533989230197
0.9544540635080976,0.9796612302426256,0.9594306371126766,0.9608556533614305
0.955004033877733,0.9787461328198624,0.9600842578439724,0.9614321016050928
0.9559483415138935,0.9788995417400432,0.9607851211585157,0.9619202167561417
0.956742636684735,0.9788497978842481,0.9613363554857047,0.9626762257261958
0.9572304998459142,0.9787115530789473,0.9617546062205131,0.9633129512944076
0.9578774075719434,0.9784054414523837,0.9616986621234809,0.9634760394307855
