Ames_KNeighborsClassifier,Ames_NNClassifier,Ames_RandomForestClassifier,Ames_SVC
0.0,0.0,0.0,0.0
0.07020221985200913,0.023951042459969818,0.059368817443750554,0.03612570986251821
0.11291805073360517,0.05163456083072043,0.11527484476754787,0.06594439683495934
0.1599610814573988,0.07876290177185186,0.1456126708751641,0.08938791110946764
0.19681606036372892,0.09638592867705585,0.16198857043733728,0.11521030659314555
0.23418502310137562,0.11089341646600896,0.19642434097682201,0.13151082704784342
0.2667180548666005,0.13487111379472017,0.22406386405591067,0.15729769747421285
0.30366083564854385,0.16235025554131166,0.24483379673224084,0.17893619336756394
0.3308430253696432,0.18171007789582355,0.2709103438027117,0.19390818280394653
0.3551109866840258,0.201651064903285,0.2904005364916166,0.213461924970732
0.3797798695922596,0.21727244616943414,0.30817508686722417,0.23625576421897318
0.4000501637100003,0.2460176895362082,0.3263664617142728,0.25193110459384027
0.4166466323194776,0.25957997304142416,0.3495003219548389,0.2719227727038746
0.4406289842145763,0.2775190473700311,0.36431920229221887,0.2893489759318433
0.4541679907437149,0.29794974137204555,0.3847557778405355,0.3044271192564401
0.46625232187961574,0.31685043446814076,0.39598585659045804,0.3173578800208132
0.4838775749822847,0.3380854300377224,0.4119830941221843,0.3244704856311166
0.5012500646662944,0.3553427327850723,0.4314250024377845,0.33865864637414983
0.5171854841962883,0.3674505073563662,0.44351943585107867,0.35065227349732814
0.5364662921702286,0.3842932285129369,0.4567593123950129,0.36387329405296
0.5484537853554544,0.4059316052333181,0.46843597679593846,0.3784466309511432
0.5556046613310028,0.4282261037976903,0.48347158033934096,0.39537106155490115
0.5666614983905447,0.44717525971660815,0.5053453754509476,0.4071742798231499
0.5806176971361661,0.46123776938261474,0.5261574060122556,0.42160553270620715
0.5918829686399231,0.4705284512000635,0.5405138785761991,0.44096726950716236
0.6032783977807059,0.4849898373204902,0.5551850488302591,0.45597224639543976
0.6162724287594595,0.49632132347060054,0.5719217065184219,0.46742325609452673
0.6289858109527641,0.5054224934781247,0.5834995542886269,0.4819492761148719
0.6405408612135123,0.5271657797876292,0.5949617557608488,0.496524187064486
0.6510524759334958,0.5441081968074533,0.6068464368655365,0.5153974239619223
0.6646080805463278,0.552769007976776,0.6152574672082917,0.5337207432856219
0.6770286414079281,0.5615091728665055,0.6230662432215583,0.5462514155366702
0.6867235202231983,0.5734677066126495,0.629705620462998,0.5604610708726713
0.6979708792767877,0.5869903428724019,0.63995703082404,0.5746493841352517
0.7064082049335701,0.6007178079205978,0.6541786180127135,0.5870594697804805
0.7144180606837237,0.6102542164647909,0.6668017630558183,0.5950277041163282
0.7221920409885787,0.620137927828029,0.6781955066774876,0.6073215463737531
0.730047812645781,0.6311079760246263,0.687426473694298,0.617559402673941
0.7372546476597405,0.6497958230876243,0.6959267411977516,0.6278641030795061
0.7448870755586465,0.6630353253905115,0.7059721517083757,0.6405368982987303
0.7532211717828455,0.671838764879879,0.7180731758025622,0.6525326225729791
0.7612476698162332,0.6844402113878697,0.7289352500901283,0.6617750925718894
0.7706348790941044,0.6966673326516133,0.7391670816648099,0.668610575810846
0.7800968468492306,0.707877383575731,0.7493935289634168,0.678673444692149
0.7879132248531906,0.7156895222249776,0.7582500184187388,0.6876577307984164
0.7951349097925633,0.7324504421410515,0.7663742859685245,0.7000004333904337
0.8015741549970716,0.7400850031060684,0.7743619543936845,0.7109087242923442
0.8069103149684154,0.7474540253949792,0.7825112961363818,0.7179195315177528
0.811474648901029,0.7564094134137627,0.7909814236860943,0.724701199124922
0.8167229737534087,0.7633134819685484,0.7987153143443476,0.7362691119633712
0.8226790699670469,0.7720434389921615,0.8058734541124324,0.7455124610693524
0.8281777199082668,0.7777864022514425,0.8122124305092029,0.7578441336938841
0.8330465891659605,0.7833861251988384,0.8185514069059735,0.7706489716815125
0.8363140390889594,0.7907613770613079,0.8247812618050693,0.7799999247145915
0.8386888925218688,0.7992258246962713,0.8302896587447173,0.7908562805092771
0.8395762176101073,0.8049472463708055,0.8357980556843652,0.7985547602299465
0.8404635426983456,0.8119398648383683,0.8407699934475088,0.8031681636214074
0.8413508677865839,0.8190534447582415,0.8452519522516069,0.8088855232269475
0.8422381928748223,0.8233176180743171,0.8494168153225419,0.8149267737591327
0.8431255179630606,0.8279234202283595,0.8534991807674477,0.8187791875896308
0.8439692103775294,0.8347214678381315,0.8573713733782551,0.8220842234942112
