Ames_KNeighborsClassifier,Ames_NNClassifier,Ames_RandomForestClassifier,Ames_SVC
1.0,1.0,1.0,1.0
0.9218337218337209,1.0,1.0,0.9827505827505814
0.9086592419925758,0.9750697861808968,0.9847765403320959,0.969558836225503
0.9188228438228441,0.9695571095571097,0.9746348096348096,0.9695609945609946
0.9200986644382873,0.9636224362639453,0.9657569893418951,0.9733701309173007
0.921763085399449,0.9643785171057896,0.9573869228414683,0.9513013585740859
0.9141512495942875,0.9594208885348126,0.9568843252387556,0.9518131657372164
0.9130404580614959,0.9543493906747764,0.9563932094086371,0.9521752363267092
0.904640837848385,0.9560027952480782,0.9522023469193279,0.9467414486282412
0.9013181235514237,0.95265890639769,0.9543525268350791,0.9492781396071525
0.9035015900387169,0.9513053271554313,0.951307663729593,0.9497845678622918
0.9073105576841209,0.9529650915283099,0.9557343550446997,0.9445157513835672
0.9061590670878747,0.9492762015055008,0.9568867747050444,0.9454723808267305
0.9098667445003874,0.9508368167398096,0.9578628389154705,0.9426437057190411
0.9054589044432237,0.9520434183940957,0.9521990337385919,0.9424145129383902
0.9062698978711898,0.9533342966660918,0.9523220203884717,0.9429449082425545
0.9058440418629992,0.9491910757313601,0.9490982494773963,0.9429355618929078
0.9078016309798821,0.947569383780146,0.9462957166152235,0.9405600689793514
0.9019341668129481,0.942513961758759,0.943745977258099,0.9399761398581393
0.900786791610888,0.9407341852257515,0.9423386637458927,0.9361796600543588
0.8988070838283118,0.9376110871101412,0.9392658353828776,0.9360880063461711
0.8991683568465293,0.9369584626389752,0.9376848466399414,0.9384067867211087
0.8976308846730037,0.9349836269869678,0.9335234458895119,0.937670922324305
0.8994363674778073,0.9348440583572707,0.9316884006281423,0.9358227434222451
0.9008406548912878,0.934695904189575,0.9302560262053934,0.9349238618858872
0.9020025857208006,0.9313095369141035,0.9275673931096868,0.9348711557715191
0.9042052983401957,0.9303564533538295,0.9280123524348458,0.9315230991467036
0.903831799044354,0.9302202503061627,0.9289884559923266,0.9285262088159456
0.9027428738462067,0.9277227738437326,0.9288073487194863,0.9276096451729829
0.903452104977438,0.9280630021199754,0.9264345229097671,0.9254894938862452
0.9045187595287191,0.9268385194877518,0.9269597082435224,0.9249297186995575
0.9045845432209069,0.9248996565841485,0.9258800244094362,0.9229336409817694
0.902992599904714,0.9234425124448877,0.9253430698798869,0.9220142609216243
0.9036263272350586,0.9229953562293577,0.9234561857224453,0.9220715687004892
0.90422311133555,0.9231081748993575,0.9253459301767153,0.9225741488001848
0.9060903021287461,0.9211992406199558,0.9239176832651428,0.9213303734917607
0.9057406024275186,0.9188065794563507,0.9239176359630236,0.9201128689955731
0.9058201692267656,0.9165140218401557,0.9235065692286775,0.9202162745068415
0.9058964879253457,0.9152048905892594,0.9227163417744579,0.9195123256614238
0.9063588415219446,0.9145531290610787,0.9205951141532281,0.9194241159770217
0.9065248528118783,0.9118745293547497,0.9182232385765404,0.9182100492220622
0.9064732193099241,0.9120406018312325,0.9176079843525409,0.9176816593461534
0.9058231997083357,0.912005017957896,0.9165393354642001,0.9166917356795269
0.9030376373889304,0.9100871752643229,0.9133003002917635,0.9132994853630271
0.900399407959872,0.9069710135400294,0.9138874446456425,0.9111200753795371
0.8976945334813354,0.9058719136764821,0.9137718417540753,0.9087608663116278
0.8951372683653347,0.9045734505583447,0.912502530642753,0.9080375978049888
0.89315960909621,0.9041671596489577,0.9116137951017365,0.9079176096248489
0.8916487641161155,0.9014084579200228,0.9106696779830644,0.9080648524875089
0.8905570653102839,0.9012686277841555,0.910764752348409,0.9068358812300806
0.8879844182574193,0.9004829725222224,0.9088299454179177,0.9062430899698946
0.8862599480581108,0.8999844295660298,0.9075072948494217,0.9061862749657752
0.8838275946557266,0.8986474689269375,0.9039151587108227,0.9034322833274826
0.8832937974667312,0.8969286666192626,0.9041070319160237,0.9009476949564446
0.8810341335940508,0.8960199144773504,0.9014766999040713,0.897991674241762
0.877991151418008,0.8955434035157479,0.8994173479191113,0.8958809908050632
0.8728557926693309,0.8940265704577334,0.8963415439092286,0.8953854154889387
0.8702591846367549,0.8927792531456082,0.8942688190314358,0.8931838329894404
