CYP1A2_KNeighborsClassifier,CYP1A2_NNClassifier,CYP1A2_RandomForestClassifier,CYP1A2_SVC
0.1606669192876089,0.14044145509662748,0.18833030852994553,0.15302653742253297
0.1606669192876089,0.14044145509662748,0.18833030852994553,0.15302653742253297
0.160357764115984,0.1403042128142254,0.1878464991642928,0.1528102278208913
0.1449000055347388,0.13344209869412071,0.16365603088165664,0.14199474773880755
0.1297511618847013,0.1263307484754025,0.14064551150614385,0.13121850912772284
0.12201627658364742,0.11323773188995727,0.14595376590159198,0.12138406582061553
0.11461563600562683,0.10100724652380286,0.15078485920645238,0.11212674745687363
0.11245149608846076,0.10228975025987057,0.14814042875877123,0.11191105320585659
0.11077843526322322,0.10382337721543222,0.14531947115549898,0.11186642268189498
0.11475278399516382,0.1082449211951744,0.14046845126292923,0.11378902501907082
0.11911345796954442,0.11262576123475176,0.13680743634744535,0.11603091126372556
0.12695105912588517,0.11664026581284612,0.14385646622573448,0.1211463526756901
0.13403091948452447,0.12043158480673219,0.15040748868915227,0.12601893504205794
0.13555401399335326,0.12258620951642415,0.15330645677684712,0.12911055107404998
0.13681860211683242,0.12517671586862017,0.15611203422913086,0.131725773003485
0.13649522244459217,0.13044478088191208,0.15834392634960293,0.13141457401721285
0.13654105299864977,0.13494651342983044,0.16031393728958,0.13125911379304334
0.13852523724077112,0.1354250005345376,0.1609090720319582,0.1319212820699131
0.14028587150099942,0.13567338413562147,0.1612592463446399,0.132523011745171
0.14102811139927032,0.13487351844242154,0.16049348981092676,0.1328494100130861
0.14137126314665974,0.13432508769004636,0.1601474233854166,0.13323472594334596
0.14011806229052323,0.1347823967009701,0.16148011739271845,0.13385571252298517
0.13871958009079002,0.1351467070554412,0.16232958234457354,0.1343443235960124
0.13680600949103194,0.13518129490067138,0.16146578064529932,0.13436360332741543
0.1358699334283626,0.13516773093060125,0.1603022741004143,0.1347838558506134
0.13802925673314084,0.13500168621208014,0.15818970221109518,0.1364738555478287
0.14003726990339482,0.13460575681606823,0.15667574149976687,0.13773050640044873
0.1416146311523106,0.133555540261044,0.1568655202950278,0.13775377977229758
0.1429154787465665,0.1331184673780657,0.15689980329139652,0.13791942443189464
0.14350529122883976,0.13425804965177707,0.15653423994775678,0.13845116668855856
0.143806490991118,0.13509546367308095,0.15608170804304694,0.13911473924521175
0.14343426107340787,0.13522781843876752,0.15542624949584022,0.14008591583517316
0.14326171452637754,0.1359236181143227,0.15456524025899196,0.1407409536727751
0.14351349514204176,0.1378167382233485,0.15326743580665525,0.140724196661613
0.14365505730063782,0.13929426284914503,0.15239985223093733,0.14050479846162436
0.1435826659837488,0.13996504330161402,0.15236740329806764,0.1398920379539135
0.1438219281313295,0.14085596014879784,0.15219241584893775,0.13961123855140486
0.14461524088241187,0.14213823058658576,0.1517640265931231,0.13992059222481135
0.1448341344356237,0.14270258371891723,0.15195242510387508,0.13984030602022654
0.14411581771862567,0.14209559808971453,0.15314716154955155,0.13912429159365602
0.14374913215524274,0.14223492909280333,0.15392677065012123,0.1389252826256134
0.1439098933222825,0.14349373504432938,0.15408368873303066,0.13950178184536263
0.14361427385916198,0.14392209774028758,0.15433523728681062,0.1398710701444355
0.1426884144782012,0.14320365784522354,0.15471746601464983,0.13995421002924086
0.14283890741047806,0.14283666664165548,0.15463723093803344,0.13987740036465876
0.14435930328687557,0.14291697377271867,0.15396840556483715,0.13959701854631076
0.1450202730655332,0.14389112391663986,0.15399496993204906,0.13985548971017964
0.1446723513381482,0.14591456803217695,0.15483786138582709,0.14074652741839003
0.14502768992938456,0.1474892731675716,0.1552044578629549,0.1414330978150165
0.14614489386579385,0.1485778444078119,0.15505506811537825,0.14189816195742708
0.14708625729399935,0.1492778427158874,0.15524964614205888,0.1426566051603954
0.14785178021400106,0.149589268091798,0.1557881919429967,0.14370842742392154
0.14868472521021842,0.15037760700393177,0.1559405995788569,0.14451761348088243
0.14957990596909637,0.15160617379565616,0.15573657198541463,0.14510282765486007
0.1508058235182762,0.15234718698776367,0.1560717376726827,0.1460633781798233
0.1523134798147503,0.15267287674316046,0.15686621615462987,0.1473436596704409
0.1540965668377837,0.153178735218845,0.15749045315922186,0.1482436955269983
0.15609606371739945,0.1538261548318985,0.15798092900303476,0.148844966956794
0.1576046295667138,0.15500790149618576,0.15890429067117431,0.149919757804361
0.15875769363546513,0.15657657464584923,0.16014112138451597,0.15133744202341748
0.16011419375578534,0.15767025581500269,0.1610972872120097,0.15243371010378623
0.16160631791048483,0.15844727566381622,0.16186634311560483,0.15331570075836318
0.16343893044058327,0.15981340194078916,0.16301392577638202,0.15491965364073707
0.16548022939431326,0.1615405934479244,0.1643935087076902,0.15696609950143817
0.1670789827519615,0.16269173173354126,0.16578826288054574,0.15847579161401304
0.1684288042118138,0.1635188400820541,0.16719155087677168,0.159683559743267
0.1699606400708253,0.16468826084801177,0.16817030198441302,0.16039307802587482
0.1715862409233431,0.1660340243744713,0.16893035227066228,0.16084592214505888
0.17295001738877955,0.1667677893316541,0.16916720176467342,0.16158463448008625
0.17419058237794247,0.16721355496211837,0.1691578391211607,0.16245787303433395
0.175522343505423,0.16798212650820912,0.16972914527872565,0.163847915050424
0.17689318869218257,0.1688890434467112,0.17054930949389532,0.1654594442644465
