CYP1A2_KNeighborsClassifier,CYP1A2_NNClassifier,CYP1A2_RandomForestClassifier,CYP1A2_SVC
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
0.15569640263088078,0.11323668853780933,0.15627971416486602,0.13566700988985364
