CYP1A2_KNeighborsClassifier,CYP1A2_NNClassifier,CYP1A2_RandomForestClassifier,CYP1A2_SVC
0.0,0.0,0.0,0.0
0.02321834853429722,0.014994534323198642,0.015290789962650462,0.01420499065003962
0.039058399179054244,0.0284300746862291,0.0236501815821688,0.02763856639538976
0.05492533301452444,0.0439375574052398,0.04029582297644198,0.0426140939339964
0.06619642354618768,0.05810452942061202,0.057751977715205835,0.056155157986636325
0.08645706054661892,0.07234572187705401,0.07110474114796922,0.06890605097246842
0.1014705129157687,0.0859214879498192,0.08567905345755394,0.08311943765168016
0.11601990522068702,0.09798139160669186,0.09969054072383945,0.09228845707869826
0.1355435582764493,0.10787446708372297,0.1066048062745849,0.10860895428687005
0.14553181406321566,0.12341719762459677,0.11845816751841243,0.1229282402041268
0.15847688514324595,0.13473376064611187,0.12840791712859856,0.1364716548033334
0.17224022196728414,0.14667229662784112,0.1402467126578774,0.1499066321006637
0.1875032851769562,0.15376501486772906,0.15148158038831974,0.16336658941398116
0.20339508071551057,0.16514979364710217,0.1663555885607319,0.17468968878070879
0.22037991246521416,0.17513080374882367,0.18170054351821557,0.18889125868083984
0.2429534952820199,0.19629172830248587,0.19787450694174,0.20808551411492676
0.2566808423284657,0.20849879929745888,0.2090499261065674,0.22649150320968733
0.26983171087648417,0.2220437673658843,0.2229915999159978,0.23781879601800035
0.2811117508027257,0.23972337934369578,0.23563165385263773,0.2547614019949956
0.2949677803362302,0.25680237777753184,0.24627486373362814,0.2660838061929106
0.3082318413737243,0.2631446491024982,0.2580359450327029,0.2724405948553413
0.3195784993283673,0.2708907200918488,0.2657041220218521,0.28242501919092844
0.334021274753793,0.2863800602256427,0.2838621968645159,0.3001747003558299
0.35043495507748357,0.30478931050031316,0.29306548410202654,0.3157986519227179
0.36491609461770647,0.3212143958157053,0.30714841846700425,0.3250131841143511
0.3794328016245987,0.3296282277715863,0.3204362694720572,0.3370153420891138
0.3914434076304366,0.3435911557342292,0.33089529112930754,0.3512490076911795
0.4032718293338021,0.35696343812324655,0.3420415980099255,0.3661384735715564
0.4151895859904826,0.3698166411919842,0.35670608576991725,0.3768416271987626
0.43157218240329165,0.3833616188312149,0.3708586842802777,0.3903187469349988
0.4422311914102702,0.39690425231678683,0.385544995549728,0.40582269150839545
0.45788944450388974,0.4081820812088896,0.3953005516684792,0.4192736835024384
0.4703679245427924,0.4208268213941072,0.4114195277864994,0.4306691848532962
0.4804985953399744,0.4420132857050046,0.42335331964984124,0.44558649342382156
0.4926006805246884,0.4504696888361798,0.43797849858711035,0.4569872079954072
0.5051505617207712,0.46534923446930254,0.46040267003234714,0.47044767296027257
0.5267252056605443,0.4808080460752839,0.4716922536519864,0.4882059421476573
0.5406172249716411,0.4963516278775935,0.4915167359902104,0.5073181373717887
0.5550718680724858,0.5099200396101949,0.49847819919844094,0.5122412903340837
0.5640749175055764,0.5253151901011701,0.513963813692379,0.5229481893215284
0.5734959964854601,0.5388533737692186,0.5259437204657326,0.5371014478291307
0.5849157253405555,0.5480907309272008,0.5392265593163111,0.5470453895796124
0.5980351576807259,0.5586315885982083,0.5488260368935471,0.5583276817509049
0.6181953666603124,0.5735434465438212,0.5641476338864784,0.5748023279510959
0.6275780815253988,0.5849156008908039,0.5754177889485668,0.5929500590243494
0.6426255366388804,0.5991368145746917,0.5866537394264822,0.5993570615445284
0.6544086318661307,0.6124756853291833,0.5956507125346461,0.6122131473852381
0.6600068068101,0.6272386039971404,0.6069443057067755,0.6278985601049445
0.6657275103894584,0.6413771317326372,0.6174627949708953,0.6414176235484674
0.6719916554248613,0.6484956282195546,0.6272175287789754,0.6463683608990902
0.6790238344140558,0.655654912097089,0.6376751271064616,0.6555795890735236
0.6859287084804803,0.6641632031723158,0.64182631708904,0.6598139521551408
0.690342747391752,0.6725612152807117,0.648129687503601,0.6690410075090222
0.6979685996272073,0.6781810886107815,0.653667959277847,0.6776115629397331
0.7018078899013067,0.6837695740125278,0.658491467186353,0.6825703098767357
0.7080756922658519,0.6942482848766798,0.6661851676350011,0.6910783821132241
0.713066726006216,0.6984166431581678,0.6723927194048278,0.6953606085060229
0.7213666020396905,0.7054964460732108,0.6813576534237653,0.7031587337289487
0.7302630696002667,0.714667788391723,0.6855578049758837,0.7095361214485164
0.7363629246185097,0.7170314709842386,0.6911393450006134,0.7180897064496199
0.7439826280587489,0.7224822183742026,0.6966695666900382,0.719490864674983
0.7534548000624729,0.7294772820796501,0.7008579991871361,0.7251263859819633
0.7586096098268855,0.7337846116684442,0.7043193978691096,0.7315433736005592
0.7661810990133031,0.7408999223110724,0.7106796306265596,0.7393150576853167
0.7710844373787035,0.7481304319725047,0.7211951740444079,0.7443530861350346
0.7781838814241991,0.7608018703847917,0.7317024761066167,0.7557138652671591
0.7856961544188439,0.7643274256720758,0.7366298527446782,0.7642011509292457
0.7889009108093579,0.7729204559568982,0.7415030643879064,0.7705951889441378
0.7994064678830654,0.7826958981269347,0.7525066454238668,0.776975114727537
0.8070783466626505,0.7953660229889943,0.7595631049661604,0.788303868658031
0.812155566963845,0.8010602116567245,0.7616191261711178,0.79608730321336
0.8190570865608511,0.8088620386227412,0.7737417466875552,0.8032392886460616
0.8242138387760249,0.8180102067536044,0.7833768141555728,0.813764907004461
0.8341991762819505,0.8292683787523402,0.7931282495965041,0.82156366108769
0.8380180362373876,0.8399253244354592,0.8022609812119773,0.8315959487344587
0.8437423971458881,0.8472385482063489,0.8071919466747494,0.8386349788133689
0.8519536772743491,0.8534450436391037,0.8134338942995673,0.8449547719491118
0.8603478919146225,0.8618407707416397,0.8226065657776157,0.8513342563894725
0.8651874279036317,0.8655905281962026,0.8274161891361548,0.8604832551954573
0.8683366604384931,0.8697949545742569,0.8370748438626985,0.864707004318354
0.874687379338671,0.8726629981870093,0.8440951436379459,0.8689630433987585
0.8822686791532908,0.8790844595820124,0.8538952000661263,0.8767660572320821
0.8878484458188364,0.8875733322536664,0.8615742236748959,0.8817019208738903
0.8993644437737617,0.9002367968090095,0.872720530555514,0.8893441394142126
0.9061120687855692,0.9093699963538233,0.8831736676228893,0.9001093092583691
0.9179959448832401,0.918577967137883,0.8901720327633484,0.9122226460004139
0.9236733790336998,0.9227847376695963,0.8978049414621063,0.9177894511133013
0.9296958971076966,0.9319363921080086,0.9061449045240735,0.9249377898100961
0.9388081992316242,0.9396608032178607,0.9152085038472733,0.9355271875520582
0.9457341480926609,0.9439499688055107,0.9229340940736754,0.9401849164899367
0.9583702164021837,0.9495051861659352,0.9361763620218259,0.9497907177583841
0.9602978174171815,0.9552383474528723,0.9396816299733761,0.9560875148883488
0.9654109930415995,0.9587949606502176,0.9488048435581298,0.9599689091107791
0.9691509805418811,0.9616216660741772,0.9570490325914971,0.96315788593018
0.9735279107173218,0.969428472239966,0.9647797151178625,0.9695753148918147
0.9754387387427995,0.9737505105090877,0.9711194365702884,0.9759118954159473
0.9767314191228769,0.9794939520747562,0.9802231102959841,0.9822689379041518
0.9786610421781134,0.9815094695685346,0.9851626223435093,0.985575499974112
0.9825390833183452,0.9864706414503315,0.9918786857180255,0.9906128307146247
1.0,1.0,1.0,1.0
