Liver_KNeighborsClassifier,Liver_NNClassifier,Liver_RandomForestClassifier,Liver_SVC
0.25,0.2,0.55,0.4333333333333333
0.25,0.2,0.55,0.4333333333333333
0.2495670995670996,0.19978354978354979,0.5482683982683982,0.43223905723905726
0.22792207792207794,0.18896103896103894,0.4616883116883116,0.3775252525252525
0.20775358199600621,0.1792798110979929,0.37686169049805407,0.3243357820630548
0.22302170332473362,0.19698937426210153,0.33411823866369317,0.30773033363942454
0.23681840045476407,0.21415554142826868,0.29329942784488233,0.2918693427784337
0.22756278513854272,0.22280850462668642,0.2826333262696899,0.2876715203987931
0.2189632329983207,0.23242255584876842,0.2740479334906579,0.284888990152148
0.21790840738209155,0.2530891193429893,0.289390691867472,0.29838231943495097
0.21803225141412502,0.27114258904988925,0.30427527311605673,0.31201089320498515
0.22876412228052195,0.2656782146709009,0.31503626021057707,0.3268566673600999
0.23839135655736446,0.2609101043883652,0.3256873877111031,0.33950615918995364
0.23991792251080785,0.26124793081314823,0.3355328781890047,0.3360495806345608
0.24233496771427804,0.2603475962096652,0.3431273656101242,0.33240888102957067
0.25022209973934106,0.2518414152896912,0.33689426282529733,0.32763715211991074
0.25615263210505695,0.24584502595566576,0.3311456069080999,0.32422584067983296
0.2518110162591999,0.25302504244787116,0.3279402970459581,0.3279567209550613
0.24917430191494364,0.25825256466967694,0.325877360101959,0.3324688568004076
0.2543043610779796,0.254585390770774,0.32901856645172156,0.3405400457985128
0.2584801044150637,0.251257719143898,0.3311756323951446,0.3461547282685494
0.2588385844483405,0.24928805660512973,0.3293961367132099,0.34194338462631146
0.25927673063615586,0.24734509358067686,0.32622047028551093,0.338308279747115
0.2599973295536987,0.24549679247061457,0.31809474394101145,0.3367162032096115
0.2618173612068818,0.24507683858815157,0.3099478993676285,0.3350223226384208
0.2671189298562596,0.24917998425975277,0.30173418040278127,0.33300606262722093
0.27142218451588856,0.2524460955669609,0.29665227578243847,0.3319692090592673
0.2728840839739245,0.2533298782985892,0.30048399660414676,0.3337198969067065
0.2755011655011655,0.2537529084138031,0.3025298569743014,0.3347243478556609
0.28108871520636225,0.25299114608680856,0.29998350475474655,0.3338099039227975
0.28436817030621814,0.2518331238161923,0.29693279309098514,0.33312963270067913
0.2822620713269456,0.2497504950104587,0.2927052427240751,0.3329957644702993
0.2808745408715243,0.2475021522785171,0.2896981339323448,0.3325720412306178
0.28101396852928684,0.2449016674533835,0.28928446348787124,0.33153237609617003
0.2823393801927635,0.24513965746187405,0.28826156604047887,0.33021330782993885
0.2859669961026266,0.2508876280297526,0.28605605146977353,0.3283518687784809
0.2887692169637925,0.25635214346364965,0.28548649308530727,0.3279666668970028
0.29010406884949685,0.26131273865935745,0.28782530125415495,0.3302058866510447
0.2922599440169422,0.26423818160742873,0.2907341993752556,0.3324800322368319
0.2957553834861756,0.26384311299356694,0.2945732442605581,0.33481116207441397
0.2989457292072485,0.2651134369034349,0.2974244408837273,0.3383304383593868
0.3016784343060806,0.2688818495988975,0.29879386511369643,0.3436319343154457
0.30418712511740664,0.27161088883948725,0.3010091429343175,0.34594717385384083
0.3063864628650336,0.2729046028328717,0.3043925042848866,0.3441385354821288
0.3081563294790083,0.2747341314463854,0.30648806014556407,0.34437110871427923
0.30937959646833424,0.27724560594006353,0.30694459083728853,0.347201587624073
0.3112094398937697,0.2770951740280293,0.30538216126080797,0.347871966507186
0.31375135130942056,0.2738198954658108,0.30144964789121714,0.34600657579376065
0.3153085057723281,0.27372802171917293,0.3004235339969414,0.3450120699950331
0.315798840203097,0.27708483652274707,0.30254601953425675,0.34496102285389457
0.3168881717310631,0.27888204475147493,0.3044583381788487,0.34597722933297936
0.31857650035622626,0.27911964640535636,0.30616048993071737,0.3480606894322874
0.3205696136175771,0.27964273084386054,0.30782195382528216,0.3501775372179611
0.32284406654310105,0.2804293378527858,0.30944585969772037,0.35232520440643383
0.32347518461984837,0.2812794148015728,0.31211948785186144,0.3547337824911237
0.32270642486245266,0.28218355873616807,0.31568732387560117,0.3573646180059243
0.32528480460780024,0.2828251424911479,0.3183873099240367,0.3603290243951404
0.33049307967673175,0.283260428962144,0.32040541384901877,0.363555522185683
0.3335819046602778,0.28670104498610854,0.3220819050466893,0.364993202814356
0.33513595544406205,0.2923179341346364,0.3235110215107895,0.36513553308443397
0.336641376717593,0.29394005117454214,0.3256187370401503,0.3667270728423711
0.33811437831762176,0.29289898680869964,0.32817885194635166,0.3692847522588811
0.34042866624175394,0.2945629963744303,0.32955230058213836,0.3708772298792843
0.34325858126775616,0.29788495447886704,0.33019843763283224,0.3718781322052996
0.3437674109084831,0.2993091281620185,0.33014304317455584,0.3734382812626168
0.342970630019993,0.2996657981081968,0.32969303724248367,0.3753130066062912
0.34348754629169476,0.29937468499162645,0.330463249290171,0.37463724549695504
0.3446812156459197,0.29874986544879156,0.3318620584789467,0.37264759742697723
0.3462374056711232,0.3001332449664845,0.3315978627824259,0.37306589705387366
0.3479641936591403,0.30246165933619046,0.33055107655164806,0.3746173485381227
0.3498659772450425,0.30305293118558024,0.32849908533870004,0.37635119179361165
0.35184275894432393,0.3028997133834059,0.3260162919905362,0.37816320295106054
0.35227425570741955,0.30463301100528684,0.32467626407231814,0.38115723057192585
0.3521048083286652,0.3070999535143004,0.32378064493241226,0.3846109312618976
0.3529900563460994,0.30941901229033775,0.32451753175743603,0.3866145097693364
0.3542458730162486,0.31168611191695095,0.3258280017593269,0.3881085858883177
0.35610793621446213,0.3111622718001744,0.32567656469138606,0.3886248376947096
0.3581614456846959,0.3097570822907485,0.32506347275928793,0.3888323028760733
0.35762903101217347,0.3089661612147172,0.3251852450411175,0.3899726905199911
0.35636725311989936,0.3083484953378486,0.325514286716619,0.3913762101405267
0.35521378610047283,0.31027913339264807,0.3270798901584412,0.3916554243112211
0.35408739679925827,0.3128468474303646,0.3289546340418435,0.3916535621194551
0.3548770074904177,0.31316147637065284,0.3283158767934081,0.3908546490501735
0.35608720354575674,0.312981525655408,0.32712537539408154,0.38988077359314455
0.3581699006042887,0.3138582347894281,0.32731433481258104,0.38899684216153096
0.36041878833009544,0.3149362124661653,0.3277660486725713,0.38813004292523456
0.3623464401795736,0.31523679408794897,0.32788185370064227,0.38965933297859917
0.3642217978166263,0.3154108228635776,0.32794297589561006,0.3915786840791179
0.3655779648155733,0.3161743855820118,0.3290555609113403,0.3942910579562223
0.3668633330911423,0.3170183392926468,0.3303115272208109,0.39711157130286123
0.36895732160272493,0.31690327567905,0.3321186023028083,0.3977866010350861
0.37114115680719806,0.31668165458498315,0.33398691169286426,0.39822324369904283
0.37317460460290697,0.3161091144106142,0.33663429142424695,0.3994615992810512
0.37519497523263645,0.3155060595336103,0.33934941640270155,0.40076966902984645
0.3759768535578594,0.3143577594858819,0.34218540533926817,0.40370090587327245
0.37667967918279477,0.3131746565549159,0.3450291089965653,0.40673574912699406
0.3787939384137734,0.31515221356723966,0.34517948745354426,0.4072906950908332
0.3809670073783371,0.31726146474386707,0.3452176440271767,0.40774231200092725
0.3825093951652715,0.3178369195945677,0.3476430107358637,0.4095321538594835
0.38403891190776435,0.3183810724794331,0.35011709601873536,0.41134930643127354
