Ames,BBBP,Cancer,CYP1A2,hERG,HIV,Liver
0.09086468822297109,0.14722222222222223,0.2974193548387096,0.13223911341820122,0.0,0.04192425576696674,0.26666666666666666
0.09086468822297109,0.14722222222222223,0.2974193548387096,0.13223911341820122,0.0,0.04192425576696674,0.26666666666666666
0.09086468822297109,0.14689271331428194,0.29739583386893953,0.13214883254421173,0.0016161616161616266,0.04195905214057499,0.2669312169312169
0.09086468822297109,0.13041726791726788,0.2962197853804347,0.1276347888447365,0.08242424242424243,0.04369887082098745,0.28015873015873016
0.09079090009744932,0.11413078968961318,0.2955019779374114,0.12319377259985442,0.15994227994227997,0.04526149741781565,0.29318509773055224
0.08894619695940553,0.10237952352658233,0.3057819555859464,0.12050541526520817,0.15849927849927847,0.042571514008621296,0.3013839695657877
0.08752000519803758,0.09099334251606979,0.3161793970780686,0.11784681762872062,0.15756613756613752,0.04008830204907367,0.31040272858454676
0.09265049167125834,0.08532682889501068,0.3284171054530562,0.11565445526338589,0.1646208112874779,0.040844509467324396,0.3322663868118413
0.09757034390951372,0.07966091137654328,0.33975360090621826,0.11390833547694423,0.17056422813998567,0.0415407267443407,0.3524619629882787
0.10006790244566707,0.07400184903788005,0.34072614775838594,0.11729400534777315,0.16372819100091826,0.041547057397161184,0.3534745955798587
0.10279488790043363,0.06917823113260133,0.34190418673167056,0.1206177744634955,0.1584418948055312,0.04161368436896648,0.3545252018936229
0.10758671562271864,0.07187361312778318,0.3449316547950067,0.1233844367832592,0.16710326710326706,0.04222297821163511,0.3559175717070454
0.11217752256022048,0.07448493955252873,0.3477605023489653,0.12624023420978742,0.1764590964590964,0.04283466531244995,0.35598268398268396
0.11529417707597937,0.07647985846074148,0.3491327995008212,0.12974968908592258,0.19090761090761088,0.04346390297300374,0.3463145743145743
0.11780752646730903,0.07771459169485481,0.3507440388709486,0.13306825766731462,0.2040219185317224,0.04412360844746338,0.33809265064437477
0.11661485866571637,0.07427961293092869,0.3538230661533154,0.13521423900957075,0.2089403842345019,0.04497047335020178,0.33875444096133756
0.11605612863732764,0.07172180189588864,0.3560744268514515,0.13695430011253434,0.2131315017589527,0.0456468788774684,0.3387121196599345
0.11882557191825946,0.07376912143750042,0.35398053798237705,0.13656327995921214,0.21350404134717857,0.045428372683508134,0.33497321236211147
0.1221008911988312,0.07541997624167199,0.35279644320027376,0.13588140236907925,0.21560837054908202,0.045152564385038646,0.33205059702385903
0.1276807566999849,0.07526471390861598,0.3557569659254832,0.13387450756680874,0.2256019635466276,0.04461571316602716,0.3328466450569837
0.13257484975521414,0.0751329633233779,0.35816810021459855,0.13252435871429463,0.2334004072343993,0.044090472097544665,0.3334386265280574
0.13472585302674545,0.07509525972941153,0.3583816807593377,0.13380119366080617,0.2324182536830758,0.04361167163117816,0.3332143417509271
0.1365498644664534,0.07506117176431423,0.35891028416662407,0.1349349900685116,0.23199724734024246,0.04316996547180334,0.33438023108660275
0.13721454122969656,0.07503990284702547,0.36055578681385064,0.1355616498386319,0.23356576291841993,0.042859775491762606,0.3404749195494997
0.13799657021222642,0.0745413406000763,0.3617260998473882,0.13611499381433742,0.23472449219575653,0.04261497383766572,0.34352327161469504
0.13915021455583088,0.07253134947586923,0.36139164577091026,0.13643617110772965,0.23458556485376408,0.04257723521572438,0.33692489175383533
0.14118039022900594,0.07162115426797641,0.3620745909298067,0.1371453292351724,0.23554082257502723,0.04241431178113475,0.330963875939933
0.14570530891711275,0.07384114743728576,0.36565321083553765,0.1389587405056819,0.23961029932247951,0.04189509311054618,0.32681689625967797
0.14907386115885396,0.07528647453179824,0.36909269241863074,0.14039846523670235,0.2434061701193407,0.041388913885271085,0.3231882931882932
0.14946889968136945,0.07473980314826155,0.372174389743512,0.14087728172332234,0.24649848275753916,0.04091626466223068,0.3208926585397174
0.14956991592354058,0.07466547705823309,0.3744089579317079,0.1413899199250916,0.24851905867948645,0.04047534535007732,0.3194010236792235
0.14898488017824155,0.07569328998639042,0.374666891467638,0.14198147546220913,0.24803891559684782,0.04010846249666035,0.3197853883242545
0.14876412089144106,0.07638137586871425,0.3755883380997423,0.1425747700164296,0.24841488670178036,0.0397247423548801,0.32096106558000814
0.14931744907895,0.07634754177864186,0.3779197500612167,0.14317175998199388,0.2506101004553017,0.039305242975327864,0.3238182821335477
0.14989276247452574,0.07628941196815515,0.3794857381230015,0.14364062835548214,0.2535691454625986,0.03894541423405119,0.3258332593950691
