BBBP_KNeighborsClassifier,BBBP_NNClassifier,BBBP_RandomForestClassifier,BBBP_SVC
0.8,0.8,0.8,0.8
0.9504040404040405,0.9504040404040405,0.9504040404040405,0.9504040404040405
0.9734287317620651,0.9752244668911334,0.9734287317620651,0.9752244668911334
0.966977466977467,0.9834887334887334,0.966977466977467,0.9834887334887334
0.9752376708259061,0.987618835412953,0.9752376708259061,0.987618835412953
0.9801924001924002,0.9900962000962,0.9702886002886004,0.9900962000962
0.9834949494949494,0.9917474747474747,0.9650505050505049,0.9917474747474747
0.985853609991541,0.9929268049957706,0.9646340249788526,0.9929268049957706
0.9876224364860728,0.9938112182430364,0.969056091215182,0.9938112182430364
0.988998088998089,0.9944990444990445,0.9724952224952226,0.9944990444990445
0.9900985464400097,0.9950492732200049,0.9752463661000246,0.9950492732200049
0.9909988776655443,0.9954994388327721,0.9774971941638608,0.9954994388327721
0.991749123891981,0.9958745619459904,0.9793728097299524,0.9958745619459904
0.9923839263461904,0.9961919631730952,0.9809598158654762,0.9961919631730952
0.9929280271385534,0.9909432672590567,0.9823200678463838,0.9964640135692768
0.9933995694651433,0.9900993541977149,0.9801987083954297,0.9966997847325716
0.9938121600621601,0.9907182400932403,0.9794473581973584,0.9969060800310799
0.9941762036391193,0.9912643054586789,0.976704814556477,0.9970881018195596
0.9917496886674968,0.9917496886674968,0.9779991697799917,0.9972498962224989
0.9921839723275131,0.9901900066971837,0.9791572595400346,0.9973946574425042
0.9925748222970446,0.9900997630627261,0.980199526125452,0.9975249407656814
0.990571258806553,0.990571258806553,0.9811425176131058,0.9976428147016382
0.9909998865055044,0.9890023833844058,0.9819997730110088,0.9977499716263761
0.991391238235558,0.9892390477944474,0.9827824764711159,0.9978478095588894
0.9917499739664688,0.9896874674580861,0.9834999479329376,0.9979374934916173
0.9920799923129568,0.9900999903911959,0.9821799827041527,0.9980199980782392
0.9904807282165772,0.9904807282165772,0.982865310789839,0.9980961456433153
0.990833270149367,0.9889999241792404,0.9834998862688604,0.9981666540298735
0.9911606360139196,0.9893927632167034,0.9840891448250554,0.9982321272027839
0.9914654293185368,0.9897585151822442,0.9846377727733661,0.9982930858637074
0.9917499065988432,0.9900998879186117,0.9851498318779175,0.9983499813197685
0.9920160333493666,0.9904192400192399,0.9840320666987333,0.9984032066698733
0.9922655294748319,0.9891717412647646,0.9845310589496636,0.9984531058949664
0.9924999064826245,0.9894998690756743,0.9849998129652491,0.998499981296525
0.9927204981156107,0.9898086973618551,0.9854409962312216,0.9985440996231223
0.9929284857363969,0.9900998800309558,0.985856971472794,0.9985856971472794
0.9931249194829732,0.9903748872761626,0.9862498389659466,0.9986249838965946
0.9933107359952997,0.9906350303934197,0.9866214719905996,0.9986621471990599
0.9921841280130049,0.9908814826818391,0.9869735466883418,0.9986973546688341
0.992384540397118,0.991115297129971,0.9873075673285298,0.998730756732853
0.992574932671551,0.9913374214501427,0.9868641944326324,0.9987624887785918
0.9927560379258079,0.9915487109134427,0.9867194028639812,0.9987926729876346
0.9921085550949804,0.990571359259142,0.9858570388887129,0.9988214199073926
0.9919418086250854,0.9884882980358365,0.9861859576430037,0.9988488298035836
0.9901260430112077,0.9876249321116966,0.9864999259400327,0.9988749938283361
0.9900999552933255,0.9848008345245913,0.9867999403911005,0.9988999950325917
0.9892390924648989,0.9818593373432083,0.9870869109578788,0.9989239092464899
0.9885217533170749,0.9779898117909814,0.9873616701686878,0.9989468058473907
0.984594030686654,0.9752499623660352,0.9876249811830178,0.9989687484319182
0.9828470315626137,0.971755290690839,0.9818778462987046,0.9969693862171942
0.9791900864963343,0.9653101763378308,0.9781602790820955,0.9940599971327181
0.9737355260782866,0.9602058292222919,0.9687654652618771,0.9912061376392318
0.9685864740841044,0.9581152987788059,0.9627791797460045,0.9855296362405367
0.9673112344922821,0.9559721097082541,0.9557090136312045,0.9793212279280524
0.9659171836499976,0.9514165152848074,0.9504998457618793,0.9752499228809397
0.961299864887309,0.9477998177549747,0.949599824039286,0.9756999151617987
0.9571084908576623,0.9478480174242522,0.9502684243707986,0.9734820427580942
0.9545795618522892,0.9461576807031353,0.9496313787222878,0.971948051948052
0.9504763951572462,0.9405038565322252,0.9490617761539747,0.9689834515366431
0.9463048614906848,0.9322386695263878,0.948500617439825,0.9652803482239858
0.9443755996862823,0.929049705297027,0.9471997806861596,0.9593523233559964
0.9411972993487756,0.9290251183704328,0.9444432142763336,0.9566153952546763
0.9389199082458047,0.9265480944907241,0.9417175097589441,0.951298193086241
0.9363568992378628,0.9249290496441956,0.9394997684113016,0.9449298917849174
0.9338051733400571,0.9202042876461481,0.9375410142852003,0.942634056587545
0.9317466013573755,0.9169920257343704,0.9347927655506096,0.9378389297438436
0.9302497817577651,0.9170003660837487,0.9300010325439064,0.9342504200576348
0.9280307792976921,0.9130376334066371,0.9260313397746772,0.9320296583437214
0.9257498139993163,0.9111909539991823,0.9217508060029627,0.9308454149993631
0.9255437487741967,0.9090437132210164,0.9198046059730904,0.9304128935365881
0.9250427235541137,0.9076076910750995,0.9133866292425799,0.9279930852519378
0.9254931321450168,0.9073663463907365,0.9122466348630429,0.9274928569828793
0.9250624266123733,0.9065626043585517,0.9119999138200348,0.9278124293054972
0.9247328350960313,0.9077807709284708,0.91320543146209,0.9281232479295433
0.9230743156917656,0.9076959580315286,0.9123783909894211,0.9284256676436426
0.9234399755765048,0.906920034108674,0.9128799722077471,0.9293600412672847
0.9237959996769589,0.9062104611408726,0.9126777098793681,0.9289606159312997
0.9234999221333627,0.9067856194061982,0.9125713395809859,0.927928701642528
0.9244806716958616,0.9067114179772409,0.9136921962238418,0.9282883689212802
0.9239435301288749,0.9066390986669199,0.9147846806624236,0.9285695117317374
0.923893620298849,0.9064251813707151,0.9139936034271546,0.9287002193320276
0.9240557849698596,0.9058887148504512,0.9142779891101662,0.9287783857821899
0.9245425352421313,0.9058290839821798,0.9136766603169981,0.9281644935505089
