BBBP_KNeighborsClassifier,BBBP_NNClassifier,BBBP_RandomForestClassifier,BBBP_SVC
0.0,0.0,0.0,0.0
0.16716026041893922,0.3117202084595599,0.13587497925902525,0.1919846117869839
0.2560504242484461,0.4135515338952784,0.20242173767067037,0.2660274149451642
0.3173507820681115,0.46994408826821427,0.25749681479401904,0.3160480371731079
0.35820491605813826,0.5130782573711234,0.31146257965423396,0.3682641984542985
0.39694264793176304,0.5535515061457696,0.36803039362812584,0.427422308871114
0.43568037980538765,0.5940247549204158,0.40126929306322995,0.48658041928792944
0.47441811167901243,0.634498003695062,0.43072345031281856,0.545738529704745
0.5131558435526371,0.6702871537997941,0.4576226167837648,0.588103330039783
0.5518935754262618,0.694939878667932,0.4667620938842208,0.60711512123168
0.5731206824368028,0.7046498010299181,0.4726869595077295,0.620951815023097
0.5813700195123502,0.7124946975189642,0.4786118251312382,0.6332530403550309
0.5861271783815282,0.7157618032289761,0.48453669075474676,0.6389230126973623
0.590884337250706,0.7190289089389879,0.49046155637825545,0.6430733228962433
0.5956414961198839,0.7222960146489996,0.49638642200176414,0.6472236330951241
0.6003986549890616,0.7255631203590114,0.5023112876252728,0.6513739432940049
0.6051558138582396,0.728830226069023,0.5082361532487815,0.6555242534928858
0.6099129727274174,0.7320973317790349,0.5141610188722902,0.6596745636917668
0.6146701315965952,0.7353644374890467,0.5200858844957987,0.6638248738906476
0.6194272904657729,0.7386315431990584,0.5260107501193074,0.6679751840895285
0.6241844493349509,0.7418986489090702,0.5319356157428161,0.6721254942884094
0.6289416082041287,0.745165754619082,0.5378604813663247,0.6762758044872903
0.6336987670733065,0.7484328603290937,0.5437853469898334,0.6804261146861712
0.6384559259424842,0.7516999660391056,0.549710212613342,0.6845764248850521
0.6432130848116622,0.7549670717491173,0.5556350782368507,0.688726735083933
0.6479702436808401,0.758234177459129,0.5615599438603593,0.6928770452828139
0.6527274025500178,0.7615012831691409,0.567484809483868,0.6970273554816948
0.6574845614191958,0.7647683888791527,0.5734096751073767,0.7011776656805757
0.6622417202883735,0.7680354945891643,0.5793345407308854,0.7053279758794566
0.6669988791575514,0.7713026002991761,0.585259406354394,0.7094782860783375
0.6717560380267292,0.7745697060091878,0.5911842719779027,0.7136285962772183
0.6765131968959069,0.7778368117191997,0.5971091376014114,0.7177789064760992
0.6812703557650849,0.7811039174292114,0.60303400322492,0.7219292166749802
0.6860275146342627,0.7843710231392232,0.6089588688484285,0.726079526873861
0.6907846735034406,0.787638128849235,0.6148837344719372,0.7302298370727419
0.6955418323726185,0.7909052345592468,0.6208086000954459,0.7343801472716229
0.7002989912417962,0.7941723402692585,0.6267334657189545,0.7385304574705037
0.705056150110974,0.7974394459792703,0.6326583313424633,0.7426807676693846
0.7098133089801519,0.8007065516892821,0.6385831969659719,0.7468310778682655
0.7145704678493298,0.8039736573992938,0.6445080625894806,0.7509813880671465
0.7193276267185076,0.8072407631093057,0.6504329282129893,0.7551316982660274
0.7240847855876854,0.8105078688193175,0.656357793836498,0.7592820084649083
0.7288419444568632,0.8137749745293291,0.6622826594600065,0.7634323186637891
0.7335991033260411,0.817042080239341,0.6682075250835151,0.7675826288626701
0.738356262195219,0.8203091859493528,0.6741323907070238,0.7717329390615509
0.7431134210643968,0.8235762916593645,0.6800572563305326,0.7758832492604317
0.7478705799335746,0.8268433973693762,0.6859821219540411,0.7800335594593129
0.7526277388027525,0.8301105030793879,0.6919069875775499,0.7841838696581936
0.7573848976719303,0.8333776087893996,0.6978318532010584,0.7883341798570744
0.7621420565411081,0.8366447144994116,0.703756718824567,0.7924844900559553
0.7668992154102859,0.8399118202094232,0.7096815844480757,0.7966348002548364
0.7716563742794639,0.843178925919435,0.7156064500715845,0.800785110453717
0.7764135331486417,0.8464460316294469,0.7215313156950931,0.8049354206525979
0.7811706920178194,0.8497131373394586,0.7274561813186017,0.8090857308514788
0.7859278508869973,0.8529802430494705,0.7333810469421105,0.8132360410503597
0.7906850097561753,0.8562473487594822,0.7393059125656191,0.8173863512492406
0.795442168625353,0.8595144544694939,0.7452307781891278,0.8215366614481215
0.8001993274945308,0.8627815601795057,0.7511556438126366,0.8256869716470024
0.8049564863637088,0.8660486658895176,0.757080509436145,0.8298372818458833
0.8097136452328865,0.8693157715995292,0.7630053750596538,0.8339875920447642
0.8144708041020644,0.872582877309541,0.7689302406831624,0.8381379022436451
0.8192279629712422,0.8758499830195529,0.774855106306671,0.842288212442526
0.8239851218404202,0.8791170887295646,0.7807799719301797,0.846438522641407
0.8287422807095979,0.8823841944395763,0.7867048375536885,0.8505888328402879
0.8334994395787756,0.885651300149588,0.7926297031771969,0.8547391430391688
0.8382565984479534,0.8889184058595998,0.7985545688007056,0.8588894532380497
0.8430137573171314,0.8921855115696115,0.8044794344242143,0.8630397634369306
0.8477709161863093,0.8954526172796233,0.810404300047723,0.8671900736358115
0.852528075055487,0.8987197229896351,0.8163291656712317,0.8713403838346924
0.8572852339246648,0.901986828699647,0.8222540312947404,0.8754906940335733
0.8620423927938429,0.9052539344096587,0.828178896918249,0.8796410042324542
0.8667995516630205,0.9085210401196704,0.8341037625417578,0.883791314431335
0.8715567105321984,0.9117881458296822,0.8400286281652664,0.8879416246302159
0.8763138694013763,0.915055251539694,0.8459534937887749,0.8920919348290969
0.8810710282705541,0.9183223572497058,0.8518783594122837,0.8962422450279777
0.885828187139732,0.9215894629597177,0.8578032250357923,0.9003925552268586
0.8905853460089098,0.9248565686697294,0.8637280906593009,0.9045428654257396
0.8953425048780875,0.9281236743797411,0.8696529562828095,0.9086931756246204
0.9000996637472655,0.9313907800897528,0.8755778219063183,0.9128434858235013
0.9048568226164433,0.9346578857997647,0.8815026875298269,0.9169937960223822
0.9096139814856212,0.9379249915097765,0.8874275531533355,0.9211441062212631
0.9143711403547989,0.9411920972197881,0.8933524187768442,0.925294416420144
0.9191282992239769,0.9444592029297999,0.8992772844003529,0.9294447266190249
0.9238854580931546,0.9477263086398116,0.9052021500238615,0.9335950368179058
0.9286426169623325,0.9509934143498235,0.9111270156473703,0.9377453470167867
0.9333997758315103,0.9542605200598352,0.9170518812708789,0.9418956572156676
0.9381569347006881,0.957527625769847,0.9229767468943875,0.9460459674145485
0.942914093569866,0.9607947314798588,0.9289016125178963,0.9501962776134294
0.9476712524390438,0.9640618371898706,0.9348264781414048,0.9543465878123103
0.9524284113082215,0.9673289428998822,0.9407513437649134,0.958496898011191
0.9571855701773995,0.9705960486098941,0.9466762093884222,0.9626472082100719
0.9619427290465772,0.9738631543199059,0.9526010750119308,0.966797518408953
0.966699887915755,0.9771302600299177,0.9585259406354394,0.9709478286078337
0.971457046784933,0.9803973657399293,0.9644508062589481,0.9750981388067146
0.9762142056541109,0.9836644714499412,0.9703756718824568,0.9792484490055955
0.9809713645232886,0.9869315771599529,0.9763005375059655,0.9833987592044764
0.9857285233924665,0.9901986828699648,0.982225403129474,0.9875490694033573
0.9904856822616444,0.9934657885799766,0.9881502687529828,0.9916993796022382
0.9952428411308221,0.9967328942899882,0.9940751343764914,0.9958496898011191
1.0,1.0,1.0,1.0
