Liver_KNeighborsClassifier,Liver_NNClassifier,Liver_RandomForestClassifier,Liver_SVC
0.4,0.4,0.4,0.4
0.3151515151515138,0.4838383838383855,0.5686868686868717,0.4848484848484862
0.43518518518518556,0.49023569023569047,0.6553872053872052,0.5654882154882148
0.5448484848484852,0.5274747474747474,0.582222222222222,0.5630303030303029
0.6267316017316017,0.562265512265512,0.545959595959596,0.5649350649350656
0.6744107744107748,0.5609203142536479,0.555959595959596,0.6213468013468013
0.7275482093663912,0.60257116620753,0.5793847566574837,0.6372359963269055
0.7234265734265735,0.6015669515669514,0.552978502978503,0.6604765604765606
0.7456277056277056,0.6101202501202503,0.5663299663299668,0.7019143819143822
0.7562165775401068,0.6191176470588237,0.5810828877005346,0.6913770053475937
0.745625849134621,0.6422765668379705,0.5938035324000237,0.6863252407112056
0.7406878306878307,0.6716931216931218,0.6027513227513228,0.674920634920635
0.7451191759492154,0.674979039405917,0.6191879266978082,0.6627979398730386
0.7326490996925779,0.6997943200117114,0.6256234811886985,0.6665013907187822
0.7292027972027973,0.6991670551670552,0.6372432012432012,0.6760217560217561
0.7379268879268879,0.6882796216129549,0.6428892095558761,0.689474106140773
0.7427005689074656,0.69056310228724,0.644052014396842,0.7021154069429933
0.7408500325839036,0.6814190289996743,0.6569485174323884,0.7079810198761811
0.7243234483876194,0.685480473181008,0.6521471398476746,0.6915248744125749
0.7249797696856521,0.6807973290326232,0.6579548991313698,0.6862348979996039
0.7198076864743531,0.6926198926198928,0.660436193769527,0.6860876027542695
0.7214370424896741,0.6882672882672882,0.658381384697174,0.6832454095611991
0.7139159891598915,0.6844037940379403,0.6504742547425475,0.6865718157181572
0.7150038591899058,0.6807543877311318,0.6490844211774445,0.6820955960490844
0.7163942454851544,0.6763299663299664,0.64633608815427,0.6853719008264463
0.7088018846082369,0.6819300207335977,0.65248818745581,0.6828561906452749
0.7092308597627748,0.6754440116902123,0.658162607402729,0.6785215558391849
0.7053209647495361,0.675064935064935,0.6593840445269017,0.6791168831168831
0.7078629431570608,0.6751428310251839,0.6577410606822373,0.67699011228423
0.6989291941073912,0.672790095221961,0.6608178218241111,0.682558640210632
0.7053659976387249,0.6734258166076348,0.6605824478551752,0.6846654860291224
0.7009003482233972,0.6775122017862489,0.6635296225586607,0.681059536685671
0.6987508043615582,0.6785316638034347,0.6649507937351303,0.674109003536239
0.702422586520947,0.681639344262295,0.6684699453551913,0.66856102003643
0.7042126332448913,0.6787361583060509,0.6696426631910504,0.6729129492570353
0.7080371017871018,0.6800558469308469,0.6676558857808857,0.6719201631701631
0.711146745610789,0.6840960486822089,0.6720406233296329,0.6685415895727973
0.717755991285403,0.6914950872751384,0.6774234243543706,0.6680255237799995
0.7177964286966125,0.6908197832876338,0.6779017834131122,0.6693752325105663
0.7167132122563341,0.6861957084511591,0.683126379233846,0.6692701014908231
0.7237962744812061,0.6898750556284803,0.6885870926966818,0.6699995138351301
0.7258167641325537,0.6961928052454368,0.6914658869395712,0.6730072656388446
0.7260809897173534,0.6992169446714902,0.6914600550964187,0.6701772974500247
0.7241947960618846,0.7003359544815241,0.6877269530750543,0.6650019179133104
0.7218121215162769,0.7013263240657098,0.6900812171701963,0.6701575830573121
0.7275630237134794,0.6993486775737731,0.6921089489411558,0.6704823729507832
0.7244205194410392,0.6985342908598724,0.6914389678821963,0.6727055388751696
0.721059296520403,0.6983780602064484,0.6907994675436535,0.6787379272543668
0.7162867180487201,0.7043837248893429,0.6891873278236915,0.6824372427028198
0.7132447799114466,0.7082083348750016,0.6889187355854022,0.6857798991132324
0.7102215300672524,0.7077182362596108,0.6849646301960468,0.6820658848709339
0.7062609405108412,0.7100060095956493,0.6823380574520261,0.6771100741183462
0.7018732381693586,0.7024739276468794,0.6759013539263133,0.6784624368115958
0.6996933356285344,0.7036625459305872,0.6782448937088112,0.6723192369731398
0.6994747474747476,0.7071441689623507,0.6814196510560147,0.6717796143250688
0.7032701309346621,0.7065553614184947,0.6848831942017732,0.6730796609072673
0.7040070157859992,0.7117953355103556,0.6875873682127251,0.6759945920568422
0.7040795158719686,0.714267179361519,0.6861600139902027,0.6788557040443834
0.7011131317485283,0.7101384839202978,0.6881146641476976,0.6786964949164443
0.6977418206405326,0.71091946556037,0.6868286921979814,0.6768783189133483
0.6945355272627999,0.7109403618494528,0.685499218226491,0.6822634204452386
0.6919035487619558,0.7078769681645788,0.6874610517309632,0.6825824617860016
0.6925303063372361,0.7079094271253199,0.6897024694335402,0.6834225898440881
0.6931983192552907,0.7077148372200845,0.6880083035405374,0.6789697342470955
0.6915449406642493,0.709478813101279,0.6908450571129203,0.6757331894254459
0.6845546244209345,0.7097920789486176,0.6933600783163254,0.6720776508282584
0.6849026780472384,0.7127986271056315,0.6947206792214243,0.6734272682111728
0.6847286131707848,0.7138232574896619,0.694677167690543,0.6723328220574484
0.6803148949815616,0.7126415905082572,0.6957328202661536,0.6680879910213243
0.6789127093014888,0.7125842816049509,0.6944485750834175,0.6664806222138899
0.6774171217993892,0.7083563836034765,0.6903886980267793,0.6620940020358625
0.6735221644728931,0.7097623003105308,0.6918175078064044,0.6598110825869327
0.6758646956604537,0.7078664343107677,0.6929581879949659,0.6597539704695314
0.6752228755213829,0.7077805138169981,0.6958165401946497,0.6575438185056759
0.6741406117855238,0.7101181414835342,0.6973138425907855,0.6578282828282828
0.6717599060591692,0.7087890496581126,0.6995982810416506,0.6569765496854989
0.6686480470224538,0.7121002816426053,0.7025259770078384,0.6548496798029937
0.6686390192233764,0.7113143063997124,0.7028601327972019,0.6535150495294337
0.663685792902094,0.709845864399156,0.7000252910911219,0.6545954988353107
0.6640760024254188,0.7065782111358736,0.7010435902506893,0.6526587966172283
0.6670869385155098,0.7066828423971282,0.7009976581405153,0.648332191189334
0.6665375833429524,0.7098144440963233,0.6963126824200649,0.642874396055604
0.6598914085669052,0.7095279505875531,0.6967322228911634,0.6427598278591656
0.6554598191313643,0.7078623192869371,0.69405836360288,0.6411418339507278
0.6538612999903324,0.7052957990201392,0.6927435418931019,0.6396103505487669
0.6528820946582778,0.7037149706221705,0.6900265417317744,0.6351170657991588
0.6510924064303573,0.6991348884112198,0.6875874419700547,0.6334751865442098
0.6480993590540349,0.6957297648345638,0.6864729653265338,0.6319660835472977
0.6483707694055145,0.6943420120079574,0.6832560849592552,0.6269472708562638
0.645204746992458,0.6913081806323819,0.6798493649237054,0.6243711982777181
0.64276391158736,0.6886189624137168,0.6753882019889327,0.620273220362024
0.6412092198365805,0.6888273100732796,0.6720773336733723,0.6188891976201971
0.6404648410078273,0.6866789005583958,0.6722570740717918,0.6171111830316403
0.6346352671602868,0.6857471831134442,0.6682768792395115,0.6125496692996153
0.6320348283536236,0.6862030758563941,0.669572504459702,0.6104706974908753
0.6277651873263159,0.6862138838753259,0.6683724692815601,0.605700488992025
0.6261113651184373,0.6848050828221272,0.6639392225609569,0.6025363986815052
0.6226645760008386,0.684772842986389,0.658040324150424,0.5985547944872531
0.6202072601704277,0.6815145784574883,0.6568620391272325,0.5937221335379714
0.6159610880922357,0.681618927520567,0.6542604936047559,0.5886506935687263
