Liver_KNeighborsClassifier,Liver_NNClassifier,Liver_RandomForestClassifier,Liver_SVC
0.6,0.6,1.0,0.8
0.7686868686868717,0.7696969696969724,1.0,0.7151515151515138
0.8198653198653194,0.8898989898989902,0.9449494949494952,0.7459595959595958
0.7997979797979798,0.8179797979797978,0.9636363636363636,0.7280808080808076
0.7553751803751807,0.7998556998556998,0.9629870129870127,0.7552308802308806
0.7357351290684624,0.82641975308642,0.9202918069584731,0.7564085297418631
0.7449954086317722,0.8550505050505051,0.8720844811753903,0.762121212121212
0.7521497021497023,0.8462056462056461,0.8473063973063972,0.7533411033411034
0.7390764790764788,0.8644925444925446,0.8551418951418952,0.7591630591630592
0.7469251336898398,0.8675133689839573,0.8370320855614974,0.739639037433155
0.7363045661291274,0.8608068994033905,0.8323055112528795,0.718246795439778
0.7405291005291005,0.8522222222222222,0.8226455026455028,0.7287830687830688
0.7561025272487726,0.8449035812672177,0.8193795664151396,0.7259791591807402
0.7577678231591276,0.8497525984482508,0.8247362026057677,0.7250531400966185
0.7522610722610723,0.8327583527583527,0.8151981351981352,0.738989898989899
0.7490941157607824,0.8338143338143338,0.8193442360109027,0.7306317139650473
0.752279112968768,0.8326854754440959,0.8064669685359339,0.7319865319865321
0.7423244542196155,0.8252565982404692,0.8124551971326165,0.7333068589116976
0.7433965321665857,0.817274347755631,0.8133689839572193,0.7351158645276292
0.74334946099652,0.8061194578841638,0.8161627479274538,0.7360501372266078
0.7350229016895682,0.8105772439105772,0.805335638668972,0.7238662905329573
0.7419907577802316,0.8018157281315176,0.8006993006993006,0.7326422115895801
0.742289972899729,0.8046747967479675,0.8029810298102982,0.7335365853658536
0.747912122330727,0.8067821067821068,0.7984272402877053,0.729066970927436
0.7401652892561981,0.7997551270278543,0.795221916131007,0.7359963269054177
0.7294932052563875,0.8008234259544775,0.7997412089857356,0.7262236923661529
0.7205853037539969,0.80341307487964,0.7961740176405829,0.725312979264347
0.7235250463821892,0.7953543599257886,0.7913246753246754,0.7234805194805195
0.7194562518091929,0.7929658576717399,0.788129408717644,0.7155704861587214
0.7228031538304076,0.784808956087782,0.7873804431456423,0.7175648871665643
0.7181503345139708,0.7759189295552933,0.7836540731995277,0.7167079889807162
0.7169330064974349,0.7752824459267291,0.7777279536353946,0.7103267355082237
0.7185147795901741,0.7755471134489251,0.7687845727880795,0.705513345022404
0.7187795992714024,0.7702185792349726,0.7669398907103825,0.7056830601092895
0.714213305611155,0.764730251827026,0.7615478905801487,0.7041950482810698
0.7098800505050505,0.7646819153069153,0.7521581196581195,0.6995347707847708
0.709452736318408,0.7590189548127133,0.7532749475761688,0.7034908104107561
0.7048955023379576,0.758729236094965,0.7558207824192478,0.7078836101854005
0.7056615494459952,0.7510248137927256,0.7513290252420688,0.7078884962534687
0.7078155501896578,0.7447965571205007,0.7478658863378138,0.7064542297370775
0.7025800395663409,0.7387151784412058,0.7441699482795372,0.706436822875179
0.7040517455254298,0.7389682792840687,0.7433063973063972,0.6978897749424064
0.7026811572266118,0.7345825891280436,0.7340528158709978,0.7003047457592911
0.6990688530878405,0.7317437028512976,0.7241810510164941,0.6990317734305076
0.6949724815149386,0.7300224999163571,0.7226317374284853,0.7005133159356285
0.6958064758241072,0.7277688517770798,0.7181379302448947,0.6986967190904892
0.6938485565708549,0.7244075238740082,0.7149860799382004,0.6985342908598723
0.7003601910578656,0.7230668081510102,0.7118255530444783,0.698672639250025
0.7015476522115951,0.7236566378803355,0.7112088711424768,0.698253474479215
0.6990046990046992,0.7244306310972978,0.7111574844908178,0.6968448835115502
0.7001007563419905,0.7208639109059867,0.7087685884319825,0.6959859059438303
0.700511614720335,0.7211879295793612,0.7084353121942979,0.6978508635099323
0.7018503103927685,0.7245342738289021,0.7099462361908102,0.6993155921669215
0.7016497820621531,0.7232756770311999,0.7009733352885046,0.6955704743628159
0.697270890725436,0.7219044995408631,0.6978273645546372,0.698595041322314
0.6964710196509847,0.7247136478353717,0.6953903233460601,0.6941047045881058
0.6924211435919032,0.7194746303255726,0.6943357893243671,0.6944453985002242
0.6911373322694077,0.7187497408252125,0.6902450693960128,0.691478029308218
0.6898483750097222,0.7168148005654619,0.6880239333716087,0.6884372734575521
0.6850545020214188,0.7127533170022282,0.6859373832851732,0.6858474030765755
0.6809063609063608,0.7149276549276549,0.687838582384037,0.6827791427791428
0.6822834859339284,0.7180962596891801,0.6927920162433436,0.6830250992861612
0.6799011492922106,0.7176725095742532,0.6938934309785447,0.6872853263469088
0.6803144232079765,0.7160141025058566,0.6941199097420987,0.688977014989009
0.675064622489016,0.7106601176724141,0.6897672776370017,0.689785860041759
0.6730705602217513,0.7083687770124328,0.6892151636512356,0.688491330416464
0.6711601860633156,0.7095018741814569,0.6892652305468996,0.6876529828839815
0.6687590566032738,0.7108438171380737,0.6866027174445742,0.6868757069779887
0.6684768959435626,0.7105554593554594,0.6850723104056436,0.6876753567420233
0.6680905180413055,0.7082311444024043,0.681188016744119,0.6885789726094844
0.6675857900712552,0.7037023334116356,0.6783567506459948,0.6877816439589696
0.6643074097619552,0.7002347502139313,0.6765657536233526,0.6850123721601862
0.6635052538216146,0.6989774145490778,0.6749087780509619,0.6809528137600693
0.6589444472363211,0.6989699091523304,0.6737407239894802,0.6798005483245948
0.6568508181861553,0.6998752011311049,0.6738956763860156,0.6771639755216398
0.6516765549506097,0.6970204223799633,0.6755766524370301,0.6737770592504386
0.6500779260537412,0.6936174586166933,0.6736705932297543,0.6691422921347918
0.6515587321700597,0.6942649099976039,0.6727134728333409,0.6625764727952321
0.647317443383274,0.6939751343513099,0.6728715699718835,0.6574077362321875
0.6447103738648376,0.694236915733643,0.6708640529829544,0.6516074669944703
