hERG_KNeighborsClassifier,hERG_NNClassifier,hERG_RandomForestClassifier,hERG_SVC
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,0.982491582491582,0.982491582491582
0.9606060606060598,1.0,0.93989898989899,0.92020202020202
0.87010101010101,0.9579797979797977,0.9552525252525254,0.8701010101010098
0.8571717171717174,0.9287542087542089,0.9643771043771044,0.8571717171717174
0.8363636363636363,0.9183261183261184,0.9479076479076479,0.8588744588744589
0.8480158730158731,0.9029220779220777,0.9264430014430014,0.8503246753246753
0.8234848484848485,0.8892536475869811,0.9326599326599325,0.8445847362514026
0.842314049586777,0.8981818181818182,0.9213223140495869,0.842314049586777
0.8528160391796756,0.8883838383838384,0.9291704928068565,0.8528160391796755
0.8428774928774928,0.8803418803418802,0.9304843304843307,0.8497150997150997
0.8373293373293376,0.8736263736263737,0.903163503163503,0.829137529137529
0.8233573833573832,0.8602597402597402,0.8719961519961519,0.8036844636844636
0.8226430976430977,0.8607828282828285,0.8542255892255891,0.7908164983164983
0.8135026737967914,0.8490864527629232,0.846813725490196,0.7876559714795008
0.8226739357802308,0.8549641582665318,0.8439121173899297,0.7784657722738219
0.8330834662413611,0.8534662413609782,0.8413450292397661,0.789144072301967
0.8371428571428572,0.8487878787878786,0.8407792207792207,0.788008658008658
0.829174865538502,0.8344614980978615,0.8369058550876733,0.7763828763828764
0.825971174192518,0.8190441969098096,0.835054098295205,0.7729907773386034
0.8310386473429953,0.8055226174791391,0.8288317962231005,0.7697299077733859
0.8191851851851851,0.7994814814814815,0.8237407407407407,0.7673333333333334
0.822192178192178,0.8073390313390313,0.8225548936660048,0.7687566260899594
0.799023199023199,0.8142727642727643,0.8087529754196421,0.7633348133348132
0.7923670199532269,0.8115514753445787,0.8155147534457878,0.7658779917400607
0.7926552885173576,0.7995170091721817,0.8159410193892953,0.7682108440729132
0.7946823069403715,0.7995307917888563,0.812199413489736,0.7627174975562071
0.7973444118605411,0.7928519061583577,0.8059160149885957,0.7595104268491366
0.7914256198347107,0.7890821089684728,0.8008111417202326,0.7629189623507806
0.787619510614163,0.7876735267109598,0.7940960406201045,0.7548857559552746
0.7890034801799508,0.781978326684209,0.7882301068575579,0.744216582255798
0.7768552968552969,0.7714292214292213,0.7875105408438742,0.7497276930610265
0.7708392603129445,0.7655761024182077,0.7799431009957326,0.7512565196775722
0.7653307705939285,0.7654698128382339,0.7840278629752314,0.7496817023132812
0.7720344470344471,0.7691906241906242,0.7802900802900802,0.7426741776741776
0.7783702882483372,0.7735920177383593,0.7697228381374722,0.7387139689578713
0.7761904761904762,0.7715423691033447,0.7638088199063808,0.7331855136733185
0.7761434947481458,0.7641956665212478,0.7623141716164972,0.7342729621799389
0.7689199251144282,0.7604743701995288,0.7542160861611179,0.7366487282977767
0.7624972163443836,0.7630255563984154,0.7504938271604937,0.7282347852703583
0.7546284927598526,0.7515733343300408,0.7494243078331885,0.7260756189710861
0.7509456264775414,0.7405007522028798,0.7468488072211475,0.7214404685149366
0.7474300831443689,0.7418822579536866,0.7434291898577612,0.7186112828969973
0.7502947845804988,0.7387573696145124,0.7463854875283447,0.7159092970521541
0.7469376114081996,0.7365704099821747,0.7520285204991086,0.716891265597148
0.7379147058392341,0.7339539422225326,0.7457408542869143,0.7148553752327338
0.7366067273824086,0.7284815580413065,0.7468959334787428,0.7166672910907713
0.7356860004658746,0.7246692193518951,0.748003380479081,0.717302624106512
0.7329207661025843,0.7221285728861486,0.7459636042969375,0.7133610273004212
0.7300492392597655,0.7214576846155794,0.7390433153591047,0.7074947469684313
0.7266091037415903,0.719707052374929,0.7347925718161653,0.7093072283634898
0.7224040522111824,0.7184427560231184,0.7350034535890762,0.7082431562852369
