Ames_KNeighborsClassifier,Ames_NNClassifier,Ames_RandomForestClassifier,Ames_SVC
0.0,0.0,0.0,0.0
0.022882989682146616,0.015671173741281262,0.02384107182984512,0.014679172748859793
0.03749481366296075,0.02863875977638533,0.04353576803956059,0.034040624221001334
0.0567566365884619,0.049756613363618044,0.056312391896670366,0.05756163690374152
0.06303946957876103,0.06220559457019117,0.07226612372346279,0.07254041838184945
0.07831994262450234,0.07411561695102467,0.08608548648932302,0.08398554098286504
0.09232694102459996,0.08707158774557919,0.09566422278136488,0.0982872119392889
0.1069047909470989,0.10213073519846079,0.10417997087722189,0.10602204949348984
0.11665499497561949,0.11567668818121939,0.12054379731604833,0.1303789299679421
0.13551264069491267,0.12307315710744508,0.13309077554527243,0.13844597421009758
0.1505536416600887,0.1417376124846686,0.14564942773681464,0.15633467766734094
0.1642022200230396,0.15639692073394781,0.16095910721301182,0.1637018401454096
0.17930071731365702,0.1715532718192872,0.16810521498592282,0.17851067910217577
0.1963153847151684,0.18605928446665093,0.17874196653374957,0.18908575095446678
0.2097529098336767,0.199526630889574,0.19221346092811975,0.21079852802787494
0.22536753862524028,0.2122573130924854,0.2011890707738695,0.22229787903017045
0.2342074690851724,0.224442209475111,0.2098749098610732,0.23527333194422004
0.24790152166956006,0.2368373590374145,0.22927704874422158,0.24658064751623066
0.2589248621295137,0.2528636356748787,0.24404135683034966,0.26463877662852253
0.27607215079230196,0.26569731955290105,0.25723643359029474,0.2839933974248522
0.28998401932124684,0.28306201239444284,0.2662807316213071,0.29361967043905995
0.29725313010588106,0.2902424859676718,0.277901347548006,0.3025188845982855
0.30953017722201837,0.30155010789863235,0.29174216282569915,0.31541550255871736
0.3236597921162719,0.31518016266351084,0.3029201478832393,0.32373563056042887
0.3392644972032549,0.32224643151797205,0.3094973716217856,0.3282918568605083
0.35258773131947146,0.32754305507793624,0.31894960500698316,0.3353253680753726
0.3663553743412092,0.3361322472171486,0.32719639803286266,0.3474150412080633
0.38099083180846594,0.3456554288236216,0.33647652632735114,0.3550009840331434
0.3910423536548494,0.3589007342312822,0.34967357937655474,0.3700412268769973
0.40381515057146977,0.3681905600187452,0.3573005611038652,0.3828185883135805
0.41514954333642484,0.3836991369853326,0.367790271983777,0.3918585842781813
0.42787183974348475,0.39185212512200585,0.3767257400917883,0.405042450500037
0.4388284608742924,0.4068147314687396,0.38391782003522734,0.41605550606129765
0.4469513176887032,0.41348429737038145,0.3889898631641128,0.4212429211541668
0.45502710589987644,0.424011547139268,0.4036206699526885,0.4297477838047108
0.4705154240206905,0.434847054977483,0.41409750514724203,0.44147739690517546
0.483281862092523,0.4430669177657845,0.4263094411087283,0.45029026371061287
0.4950641613592891,0.45126220868597083,0.43643383899367816,0.45679321220712144
0.5045659979198621,0.4591321818945689,0.4483413450345247,0.47033431044529006
0.5143305336566639,0.4713836748721382,0.4536180819722316,0.48007014185706287
0.5241343765283096,0.484357760372567,0.46468602404439896,0.4870426841771609
0.5274477367142374,0.49223078110038454,0.47112135583358866,0.4957020470287653
0.5374234681223641,0.5045433515552036,0.47765473619440735,0.5066578389653894
0.5490976383222274,0.5133237272422677,0.4848999374917856,0.5167247332493835
0.5621451676903314,0.523880618613777,0.4970046103443272,0.5232470127902464
0.5752438063763925,0.5359417209185856,0.5064938968433537,0.5375596981331237
0.5857629344777788,0.5532632975347599,0.522043504259974,0.5527952620111145
0.5954022213107832,0.5639964818373066,0.5318034952194488,0.5627734693679021
0.6083924126194593,0.5783412621265291,0.5440062059248586,0.5738145019442896
0.6236573354724662,0.5918385533372452,0.5581765070008704,0.5878975291497281
0.6335088612955557,0.6005120582791552,0.5690046926909507,0.5954960175545382
0.6419534688071898,0.6095624672828555,0.5829930394627597,0.6068130500835176
0.6549528258058006,0.6175882447450588,0.5873566715606175,0.6180804544262287
0.6639817913243744,0.6254871458629017,0.599095330322266,0.6250257416913833
0.6749411619112333,0.6383157683266851,0.6134564398301185,0.6347025331864049
0.6832730766221762,0.6486849653647406,0.6230091226391242,0.6425981148475725
0.6947856901599254,0.6590123123080212,0.6282204940385714,0.6536101416943809
0.7001093498842514,0.6655085114435149,0.6338210486552861,0.6629929916947676
0.7090191418337104,0.6767822470797302,0.6441946408516582,0.6732991172657424
0.7179734665207823,0.6816390715727685,0.6518850378210341,0.6828772140190184
0.7251348214751371,0.6902935838225268,0.6613927568038248,0.6879001190656879
0.7370469204223875,0.695731313372842,0.6699009358181522,0.6965349242667542
0.7435201535046694,0.7029139331182254,0.6767279138348042,0.7042243774555358
0.753270336963666,0.7107791465369319,0.6863031946187762,0.7130272065137974
0.760593426579009,0.7168088279355331,0.70045519346631,0.721035586172148
0.7698441753742263,0.7244392604823771,0.7081409680519691,0.7355725442027843
0.783191306506783,0.7405809235300367,0.7200196018163191,0.7438940672648451
0.7914252060427666,0.7537956718856859,0.7347195420831494,0.7629198759715846
0.7977327439526164,0.7648149593640943,0.7435546492049843,0.7756365038659501
0.8054500401239887,0.7766299515139051,0.7580407018814754,0.7861647544086382
0.8148847024878627,0.7880860875879614,0.7670383478933491,0.7933448885936374
0.8210076656891527,0.794904168106338,0.7803088227047306,0.7996365284700697
0.8326891940207037,0.8062403202267092,0.7884772902456113,0.8080055199225349
0.8426623756306663,0.8199896549414063,0.7999698909937851,0.8212285547925114
0.8536127649526595,0.8297964503992938,0.8106309901026872,0.8311240626151232
0.8618215977518526,0.8386667379468424,0.8166423230285167,0.8404012685262737
0.8683392732960604,0.8488410993258206,0.8273681201714489,0.8492606534996219
0.8774413573395796,0.8607593518883215,0.8417208281000368,0.8609713442950492
0.8839632352847057,0.8661507364233229,0.8517995305759671,0.8715605010481537
0.8912748764005555,0.877447332324477,0.8647085309385943,0.8784562566869842
0.9011910152785371,0.8889519105901122,0.8805134581008336,0.8925643336656958
0.9061445564038308,0.8950500388155149,0.8862047315982042,0.9022399299272514
0.9153722728536904,0.9006059440249985,0.8943160671852425,0.9095151101663058
0.9207663107166946,0.9061872321810664,0.897608465105624,0.9146616730039148
0.9239153606967786,0.9090847051220996,0.903612890708818,0.9176472452281839
0.9286586517539928,0.9136330013792355,0.9097334740777349,0.9228777759021985
0.9348317048228161,0.924367563475203,0.9185880786008547,0.9297710901001262
0.9391724380266924,0.9295452004302867,0.9233939118031573,0.938463807407959
0.9523684945777466,0.9380878115467424,0.9365849401507738,0.9453906904380815
0.9570967672297227,0.9506994884848249,0.9416136675546785,0.9515357021190882
0.9603424713039057,0.9573056218336717,0.9494535832884197,0.9566496069772805
0.9640451793257385,0.9607728174765781,0.9576142634645757,0.9621851546112012
0.970251140867305,0.9624459832427672,0.9657073514689684,0.9671845253841213
0.9716425430640017,0.9652736315729994,0.9717341040662744,0.9701803961302572
0.9739575650199344,0.9667939059918526,0.974245315770211,0.9728123391618466
0.9763971199771128,0.9683141804107057,0.9767565274741475,0.9754679564358602
0.9788366749342909,0.9698344548295591,0.979267739178084,0.9781235737098738
0.9812762298914691,0.9713547292484123,0.9817789508820205,0.9807791909838877
0.9837157848486472,0.9728750036672654,0.984290162585957,0.9834348082579012
1.0,1.0,1.0,1.0
