HIV_KNeighborsClassifier,HIV_NNClassifier,HIV_RandomForestClassifier,HIV_SVC
0.04955202136659752,0.05375927534136573,0.05633417541035548,0.04192425576696674
0.04955202136659752,0.05375927534136573,0.05633417541035548,0.04192425576696674
0.049561286920570664,0.05383084685091505,0.05638543927893982,0.04195905214057499
0.05002456461922762,0.0574094223283804,0.05894863270815648,0.04369887082098745
0.05035154857207811,0.06070040000341024,0.06128189419269055,0.04526149741781565
0.04740748262557333,0.05708903041998792,0.05809678900484235,0.042571514008621296
0.044586377226726856,0.053675516174255644,0.05508766587919291,0.04008830204907367
0.04369165374119378,0.053361735552334,0.05483559506132407,0.040844509467324396
0.042879381130619953,0.05296035033289248,0.05452763233579252,0.0415407267443407
0.04301529358207763,0.051551512241972464,0.05357691267213972,0.041547057397161184
0.04314852129262346,0.05037121153869586,0.0527681815002656,0.04161368436896648
0.04325758633496267,0.05124774732421008,0.05323734675439965,0.04222297821163511
0.04339869383374306,0.05204617965783631,0.05370468592165286,0.04283466531244995
0.043774779346425374,0.05227185334428407,0.05415863378511339,0.04346390297300374
0.04424824615937104,0.05254034235191557,0.05459766807996116,0.04412360844746338
0.04531991238822021,0.053071839761104314,0.054945090453330535,0.04497047335020178
0.04612603357249786,0.053462227489029214,0.05513876356215277,0.0456468788774684
0.045538043272775136,0.05311178939031892,0.05452525303210247,0.045428372683508134
0.0449991253173562,0.05267305699356981,0.053852669005402684,0.045152564385038646
0.04468375915265453,0.051832095016866045,0.05291097238285525,0.04461571316602716
0.04441170660689352,0.05101818631081682,0.05202001411882964,0.044090472097544665
0.04431290853689514,0.05031249068738569,0.05133200928889129,0.04361167163117816
0.04417546515441149,0.0496939625663653,0.05061196806259875,0.04316996547180334
0.04390100657311642,0.04938448286298297,0.049778343249232415,0.042859775491762606
0.043697882469198965,0.04908446372003315,0.04904912283125527,0.04261497383766572
0.04372065087697726,0.048814403018452975,0.048650516332010514,0.04257723521572438
0.0435901937219924,0.048447586652658005,0.048162647487379744,0.04241431178113475
0.04302363304222011,0.04780538878102094,0.04742072427511185,0.04189509311054618
0.04256697962341932,0.04718152392565135,0.04669588331165061,0.041388913885271085
0.042392944875688135,0.04660480111211239,0.0460149681308351,0.04091626466223068
0.04220612617958512,0.04608446144930907,0.04536983554322116,0.04047534535007732
0.04198947827061455,0.04569568247155559,0.04480819567307755,0.04010846249666035
0.04173589839637466,0.045259427135490485,0.04427919253130046,0.0397247423548801
0.04140383809593749,0.04472228453801316,0.043819542437302225,0.039305242975327864
0.04112661792776741,0.04423847482037305,0.04336016206116205,0.03894541423405119
0.04095585213399815,0.0438581936341816,0.042901305254981675,0.03870141673178005
0.04074416789402392,0.043412391371876635,0.04241793744468127,0.03838824540519785
0.04045973974968533,0.042850107196480955,0.04189099451594523,0.03795209839095154
0.040203863370006025,0.042422323197933084,0.04148507238485751,0.03763418626849287
0.03999457144845505,0.04221398685634739,0.041276605239406544,0.037509183706319296
0.039789507976463676,0.04188865714530084,0.040965725853408616,0.03729859834331736
0.039590787178811704,0.04138783738006296,0.04050122810659025,0.036959638779072865
0.03943145926861595,0.04107284403914402,0.04019016195515473,0.036697040289395355
0.03932653106014547,0.04101446814133215,0.04009097753067646,0.03653989280745319
0.03914055128724688,0.04087434689831195,0.039930255766780824,0.03636221054926968
0.03885141497780344,0.0406301861250266,0.03969121375271761,0.03615839312132443
0.038501536878643355,0.04036075859057228,0.03940189599673382,0.03589467193336169
0.0380803532002507,0.040061670075615244,0.03905355889153893,0.035560628940161015
0.03768692231183142,0.03968004118707237,0.03869320029801733,0.03520625096242001
0.0373235569458833,0.0392089935604782,0.03831981842547513,0.03482984341809367
0.03700471039623182,0.03874476353899244,0.0379209269755054,0.034471031852570624
0.03673038266287698,0.03828735112261509,0.03749652594810813,0.034129816265850876
0.036576831087357285,0.03790677926215855,0.03713843549174915,0.033927525396641386
0.0365347651959931,0.03759713714562893,0.03684155479327168,0.033853472728210585
0.0364203169545871,0.03735232067140466,0.0365613178397557,0.03371608805028046
0.03624420967425659,0.03716272604062572,0.036295258891206925,0.033524753882776835
0.03607594342707439,0.03687134096099778,0.035942192599373216,0.033323402669315536
0.03591383799165158,0.03649997767155992,0.0355207633949585,0.03311418091974462
0.03568994161579407,0.03619710678238715,0.03518251452668456,0.03292799110179835
0.035421300076173515,0.035943833838233914,0.03490449969492636,0.032758479579166465
0.03510826415366114,0.03569155409338702,0.03459133292174183,0.03249898714020473
0.03476563197588754,0.03543993648141101,0.03425473152093975,0.03217950742368973
0.034540525950543674,0.03520814191168502,0.033977599871810885,0.03193176919727393
0.034387452083140604,0.03498849694849937,0.03373691742532044,0.031728001561564086
0.03413730979992047,0.03472105213971875,0.033447312460530156,0.03148651532659296
0.03383256653280324,0.034426719917790984,0.03313018857919622,0.03122381237953738
0.03358927706300848,0.034193211049742864,0.032933740453385804,0.031061355370748812
0.03337764561001622,0.03399103542460245,0.0327994586258754,0.030950540208946286
0.033167067146237086,0.033808845042270594,0.032629658537226165,0.03081873980915687
0.03295698420679354,0.033636059480083934,0.03244314397274691,0.030677064003255972
0.0328761724427313,0.03355281897230218,0.032321216615318074,0.03057985624220207
0.03285076261097533,0.03350795491640826,0.03222696948948228,0.030501706214654034
0.03278271262049222,0.03342763565619401,0.032159794281100315,0.030398349083973035
0.03269808034605965,0.03333352826096632,0.032103147040617064,0.03028518919096256
0.03254996839255894,0.03320107841218763,0.031969234315304115,0.03019441036732267
0.032379552768034295,0.033055156890539686,0.031808174257483425,0.03011149516265082
0.032338132575562,0.032917613504286715,0.03167515123920216,0.030049422029412305
0.032337447782685186,0.03278271584500057,0.031550982022880716,0.029993930602942205
0.03223648374304609,0.03254632517241325,0.03131902975117347,0.02983189362189051
0.03210723581329458,0.03228130826530508,0.031056677130511263,0.029639805330572217
0.031977821420342216,0.03215950126914091,0.030934117204538297,0.029544031874913945
0.03184836541158965,0.03207349675071275,0.030846505452237653,0.02947233712817069
0.03179483079578041,0.031986963687569696,0.030771721699012322,0.02939843565663506
0.03175796185159289,0.03190031460241606,0.030699753848023027,0.02932404978209623
0.03164697450066121,0.03178332379568723,0.030574402888193318,0.029198244323597085
0.03152186935796874,0.03166055361342025,0.030438883717155918,0.029062644658629306
0.03139151853622929,0.03154598242387533,0.030281625186679356,0.028917852511981625
0.03126031376673799,0.03143274595407586,0.030120827690712698,0.0287715639148279
0.031169462095962802,0.03135791504935393,0.030080562273103545,0.02875118602537723
0.031084113120467067,0.03128832126714257,0.030056733047997684,0.02874797777788606
0.03103864819768238,0.031189766858188805,0.029960401360730228,0.028667916977759576
0.030997614836310028,0.031087994601819203,0.029856013844333708,0.02857931700511806
0.03081368828111074,0.030932710559252046,0.029703777928971532,0.028372602003667514
0.03061733623079608,0.030772773317885093,0.029547381283264517,0.02815561613014661
0.030576773691880478,0.030651022485482553,0.029409799167412976,0.02808023432467288
0.03054615516433077,0.030531709083439447,0.029273417978999017,0.02801389107673407
0.030437988139633533,0.030352989875519036,0.029108766539282054,0.02790217567666557
0.03032658992755515,0.030171795425687077,0.02894293717242747,0.027788569770258325
0.030156253040293936,0.030015150325469524,0.028785124142985265,0.02765526836164401
0.02998471332292696,0.029859006232386964,0.02862747471226576,0.02752156500400506
