HIV_KNeighborsClassifier,HIV_NNClassifier,HIV_RandomForestClassifier,HIV_SVC
0.0,0.0,0.0,0.0
0.00493756551557116,0.0048416266252337,0.00524090157914074,0.00725848538043606
0.011086341422388582,0.009575775853187207,0.009596847406069139,0.01353473016425114
0.014893471669505493,0.012558371697998847,0.010689316676086845,0.015670609336900336
0.023398785476445222,0.02275122510449456,0.01944174765236992,0.02634271782114788
0.030143223226401096,0.03004957089056956,0.0273605005908102,0.03268178416021422
0.03677279799362556,0.03656870762658224,0.033553043245152,0.03819609951612386
0.04339856927521721,0.04040071117268161,0.03777835221704182,0.042506335447364416
0.046568766777341106,0.04520804824490806,0.04294438533083417,0.046966414995917284
0.054275318804707554,0.05074749733051683,0.048137487780981515,0.05366308334388318
0.06361911677729067,0.05959176778443426,0.0555798039189498,0.0612473324845491
0.07067013936735433,0.06738153236540445,0.06417780591206365,0.06791509449086926
0.07588190582616831,0.07571841733212463,0.06905082763041664,0.07315282310140843
0.08114220162415062,0.08320326718477762,0.07521973719073557,0.07908766725926289
0.0876461635960164,0.09056167968118481,0.0808267351570641,0.08542348757211457
0.09533680558177668,0.09628603855307308,0.0885264953734275,0.09272872686491515
0.10371281901979117,0.10650715636447709,0.09908496271320388,0.1028328143343438
0.11180546505167725,0.11177982827197261,0.10489119226791362,0.11223899818915899
0.11883049390382246,0.11952246290453827,0.11077163265452102,0.11850344155975945
0.12926442353234627,0.12507118816432888,0.11768417888337353,0.12514095677800255
0.13514353205782956,0.13375028750822493,0.1273379411772268,0.13057335036672227
0.14547731754165386,0.14073026846986364,0.1351549060613522,0.14198108732977444
0.15590964023220735,0.148291908899922,0.14272952958379836,0.1524341530733797
0.16559579716635614,0.15608309996071015,0.15192526747303783,0.1621050231382886
0.1701228285087367,0.1650078353833133,0.1596136407613402,0.16732694409443138
0.17350215245218642,0.16897700501325985,0.16322228653433973,0.17058411821434144
0.18104945393311783,0.17756311175417644,0.17066273127054607,0.17781464092694252
0.1879979118329988,0.18946426092466162,0.18567514315769468,0.188168534945052
0.20170832801284755,0.2010894759080392,0.19796589732397668,0.20067135570929784
0.21154000667196976,0.21016321431002782,0.2073945368120272,0.21224342022208478
0.21687361746536218,0.2143972307309673,0.210326559543973,0.21707473690262763
0.2269795297783952,0.22519973397753001,0.22154602448221375,0.22754869325613872
0.23239385761757253,0.23055074611420384,0.22675807617444949,0.2328570850682178
0.2431469146208963,0.24062910927979037,0.23746503589105897,0.24358016320350345
0.2474720034268853,0.24856234046571957,0.24333504121925048,0.2523548269214289
0.25335015077559336,0.2543649722446241,0.24943749164484158,0.2615134889310486
0.2583781188983887,0.26304844171935493,0.25890973475033896,0.2694966406716967
0.2658228470315892,0.26971919109123976,0.2642599073144801,0.2763872579100668
0.27449563709398633,0.2784101509291852,0.2726099795989815,0.2864523730527892
0.28084521249193295,0.2845124462434523,0.2783917543673891,0.29251642937696765
0.28738424493183556,0.292505542962814,0.28610026984135883,0.29893287795730067
0.29599313805652816,0.29801684064059464,0.29157877354645323,0.3069926658350562
0.3004238288723382,0.3017391503629923,0.2945205974350128,0.309921981803461
0.30435451391830165,0.3083692657521725,0.30036844331686025,0.31591782086827386
0.31545761896093627,0.31599526777652037,0.3108007577052009,0.32662329657275796
0.32162781896126824,0.32381663169639097,0.31883714948435815,0.3374577919366811
0.3347005780247966,0.3322324656316473,0.32640545743099647,0.34917870919368876
0.34319137757600854,0.3387097361451471,0.3324561535066758,0.35503763750860184
0.35339858551990416,0.35194995966208004,0.34392500761283706,0.3661557681322348
0.3631384728537518,0.3575357357896343,0.34957085981514013,0.37176269645157073
0.3698414676612942,0.3621158887939818,0.35552993320732407,0.37859641165416336
0.37623175600583475,0.3656983230321184,0.3589330799457649,0.38279558559915183
0.38216492153352444,0.3689681224019318,0.3609826828016137,0.38556579119783907
0.3898887698599022,0.3787227935448854,0.3714371271748815,0.3966019366390227
0.40027395679186517,0.38981071517332816,0.3824343428096345,0.408625664205622
0.4158731547555372,0.4039204131217729,0.3972642530678513,0.42147452404437197
0.42397005088903106,0.4160472637086528,0.40846045812632614,0.42903032183762607
0.43070867806367535,0.4217777180693698,0.4144904942235755,0.43632276497740125
0.44108020713667323,0.43231508046878603,0.4223406736180063,0.44396329974253457
0.4471215185424332,0.43999802617145345,0.42838495922906306,0.4499009199876484
0.45528594825546165,0.4471178747585255,0.4350392484800446,0.45623027175794795
0.4615456394232661,0.4513829798345828,0.43994814461801096,0.46000604483269447
0.4675837600127674,0.46119501447327804,0.44943956636799376,0.46689502065385147
0.4802490453593579,0.4679113566435493,0.4529776321311189,0.47333676822830617
0.48681950783477596,0.47934018246990534,0.46517714429347007,0.4811004521789747
0.49673019429794235,0.49088614626344845,0.4741032782779234,0.4937480687294916
0.5044601456954423,0.502098577879822,0.4839375878660984,0.5036959164750753
0.5167254340277997,0.5064745197292881,0.48941072424857246,0.5105652463763495
0.5244579945077656,0.5249048788985904,0.5069701182754571,0.5238906273463415
0.5428863900662498,0.532424789664702,0.513489716665242,0.5345141008391909
0.5523092345653522,0.5383651457703408,0.5235013665589562,0.5396434617886938
0.5601284576346293,0.5466977366394145,0.5324987041370522,0.5515165435998892
0.5705630103274512,0.5531736349961437,0.5401993661858333,0.5597139627610958
0.5794742485035944,0.5600752958784918,0.5500658718255023,0.567924750380634
0.5918147063152546,0.5732371540666671,0.5606142132513944,0.5861061064354715
0.6017654637069016,0.5841047476424374,0.5739584036867732,0.5971909330556135
0.6215729485294413,0.5956687149681935,0.583526929854427,0.6088651026050005
0.6386893847307714,0.6084384278405798,0.595977665013713,0.6264543070311832
0.6549777125846726,0.6300307251466302,0.6104081758448487,0.6424177266851616
0.6687479048213776,0.6402577921202705,0.6268186092057383,0.6532237502334496
0.6836577516278695,0.6584194345697781,0.6461202893458765,0.6717498002341812
0.6963026295930554,0.6676398284904392,0.6528661226665827,0.6833784891266352
0.7112602164756447,0.6829829011024546,0.6674192029325685,0.6969472296616533
0.7289522331879769,0.69957812013695,0.6798368332739961,0.7134477337685518
0.7469131790516593,0.7219661012444589,0.7015912720961563,0.7361506044250811
0.7670648041351011,0.7413432498860177,0.7142059453959201,0.7594297557410428
0.7822372661817575,0.7575968092441104,0.7331692361536241,0.7737712111933821
0.8032789603218464,0.7819972308191965,0.7569919550333128,0.792293838612441
0.8174733516495628,0.7979855861145155,0.7735120508234411,0.8047907804703298
0.833483472187839,0.8167298702577185,0.7937833466400088,0.8232517916311262
0.8456388602253154,0.8338663219476867,0.8128393947462073,0.8421312697202549
0.8607485393698372,0.8475924539924282,0.8253791010134354,0.8552915399212149
0.8727978093214677,0.8606218120330205,0.8433196985433413,0.8687157338077522
0.895918164756859,0.8841952036340979,0.8681230119263207,0.8912806031349729
0.9131775686375285,0.9010482886410447,0.8903929219133904,0.9142813331909727
0.9239196701308133,0.9213759586924937,0.9010298642428619,0.9276332457345002
0.9369030625109209,0.9347345290591924,0.9208898968082883,0.9409606682967968
0.965865882357061,0.9597537220957211,0.9513217955819064,0.9661014517063403
0.969073281019005,0.9742199487413783,0.9687935898841831,0.9743206297885323
1.0,1.0,1.0,1.0
