HIV_KNeighborsClassifier,HIV_NNClassifier,HIV_RandomForestClassifier,HIV_SVC
1.0,1.0,1.0,1.0
0.9800935278713057,0.9800932161117346,0.9825816810076071,0.9751169098391322
0.9788497553171467,0.9813378348704436,0.9788497553171467,0.9813381485664096
0.9776059348673458,0.9825821744068719,0.97926443890917,0.9800941065952555
0.978228073189471,0.9838262268981488,0.9788497775494932,0.9782279168301111
0.975680966937899,0.9805916637122205,0.9790986376462983,0.9771737423615191
0.9763618765422842,0.9780202738708962,0.9750171491466817,0.9763617724108433
0.9776060383229653,0.977605680771866,0.9751175273655883,0.9776059042413031
0.9772949830244876,0.9791608738890218,0.9766727330785109,0.9782278894125094
0.9787118798076822,0.9791641223680834,0.9764999204581057,0.9773293791633583
0.9786012200967313,0.9795963200714042,0.9768593570632567,0.9771081946394673
0.9794155141413367,0.9803202074687618,0.9764747637429592,0.9785106219802133
0.9796793858217546,0.9809233912448068,0.9776057654784033,0.9790572658409606
0.9806682732289069,0.9818166096981473,0.9787542106059404,0.9802874053927235
0.9815159528978356,0.9824045244232338,0.9797385419220825,0.9809827296051097
0.9820847187008083,0.9830798812008945,0.9797622141190606,0.9819188061536487
0.9827378747960314,0.9835153357298678,0.9805605270977195,0.9824268474488278
0.983116068158712,0.9840459137943984,0.9810417314639939,0.9828750607781755
0.9835499610661845,0.9843792978287869,0.981375828326595,0.9832734923063461
0.982975213239102,0.9834990323315651,0.9800557104178311,0.9821894434735032
0.9827066988541044,0.9837020333205402,0.9790987267280352,0.9818358300581597
0.981652382172579,0.9830563481436135,0.9789091456210037,0.9811604879628835
0.9821299226014417,0.9836003118906389,0.9791891724439192,0.981564439635633
0.9821496054336901,0.9838806082500463,0.9788144013327159,0.9817168717274425
0.982481786741381,0.9838296435273539,0.979160927116687,0.9819602839072156
0.982781381966987,0.9836771845155017,0.9791640617372586,0.9820846869523349
0.9828694206362145,0.9835393677869531,0.9791369902746652,0.9821995216074478
0.982397965179499,0.9831352614933839,0.9790802591266182,0.9822136758354645
