Ames,BBBP,Cancer,CYP1A2,hERG,HIV,Liver
1.0,0.8,0.8,0.8,1.0,1.0,0.8
0.9390831390831396,0.9504040404040405,0.7141414141414126,0.9206060606060606,0.9868686868686865,0.9800935278713057,0.7151515151515138
0.9294051627384958,0.9752244668911334,0.7084305419789294,0.9140110785272076,0.908754208754209,0.9788497553171467,0.7797979797979804
0.9441958041958044,0.9834887334887334,0.7171687893427026,0.920632411067194,0.93989898989899,0.9776059348673458,0.8010101010101003
0.9391271202591959,0.987618835412953,0.7215294136499848,0.9404769001490315,0.9552525252525254,0.978228073189471,0.7553751803751807
0.9430731558004283,0.9900962000962,0.7148888060371318,0.9322700691121742,0.9643771043771044,0.975680966937899,0.7782042648709315
0.9344437559627432,0.9917474747474747,0.7242431481561915,0.9218514818514818,0.9479076479076479,0.9763618765422842,0.7653351698806246
0.9347820015421698,0.9929268049957706,0.7420831716262661,0.9263089112145717,0.9264430014430014,0.9776060383229653,0.798899248899249
0.9296198281103942,0.9938112182430364,0.7444179230664637,0.9289076717589115,0.9115600448933783,0.9772949830244876,0.7998460798460798
0.927294739159146,0.9944990444990445,0.7438590923516342,0.9321324017330884,0.8981818181818181,0.9787118798076822,0.7952540106951872
0.9284787500262865,0.9930783444198077,0.7399343451717032,0.9312219440835683,0.8936026936026936,0.9786012200967313,0.8049264575580365
0.9272967220093656,0.9909988776655443,0.7417433705895244,0.9350696197965516,0.8981481481481481,0.9794155141413367,0.8107407407407405
0.9226465249121059,0.991749123891981,0.73949905325529,0.9317660240312173,0.8964701964701967,0.9796793858217546,0.7982273326146843
0.9250858776968169,0.9923839263461904,0.7386340435982587,0.9308150394444811,0.895036075036075,0.9806682732289069,0.7834091641048164
0.9250017064949354,0.9929280271385534,0.7391869136924558,0.9294309002571545,0.8882070707070706,0.9815159528978356,0.7931841491841491
0.9269584011162231,0.9933995694651433,0.7354818739895634,0.930501380417563,0.8936942959001783,0.9820847187008083,0.7936668270001602
0.9277193510368866,0.9918230380730382,0.7239842047102002,0.9322143626865687,0.889282227156324,0.9827378747960314,0.7968512713340301
0.9292860944486506,0.9883524072782386,0.7184863784863784,0.9315335967584634,0.895778841041999,0.983116068158712,0.7960777126099707
0.9281429398035277,0.9889995848899957,0.7164462809917355,0.9309283853401501,0.9015584415584416,0.9835499610661845,0.8042132555501539
0.9287215609914405,0.9895786297700173,0.7139606756030503,0.93317143561046,0.9067383794656523,0.982975213239102,0.8061817050052345
0.9307636663535215,0.9876247038284076,0.7053702783757428,0.9322648821173509,0.9022717291491995,0.9827066988541044,0.8104392271058938
0.9268366777317848,0.9882140735081911,0.6979615039346856,0.9319780748981392,0.8987154150197629,0.981652382172579,0.8101050995787838
0.9280658632621407,0.9887498581318805,0.6965651641467666,0.9322647949153973,0.9033333333333335,0.9821299226014417,0.817818428184282
0.9278864089499459,0.9892390477944474,0.6891216457504337,0.9316896481459732,0.899861751417307,0.9821496054336901,0.8210353815004978
0.9277204839230155,0.9896874674580861,0.685551537768396,0.9311121811235962,0.9029445862779196,0.982481786741381,0.8234496479951027
0.9269595652574376,0.9900999903911959,0.6852682912953852,0.9312224307826771,0.900788674926606,0.982781381966987,0.8127963985626645
0.9274283539550814,0.9904807282165773,0.6826851096435795,0.9308154196672817,0.8990781376988274,0.9828694206362145,0.8123000339185751
0.9278624163858634,0.990833270149367,0.677587198057825,0.9303052094365196,0.8950342130987291,0.982397965179499,0.8041781076066791
0.9298956755632724,0.9911606360139196,0.6751982166170782,0.9291439079676735,0.8945564516129032,0.982582289851474,0.7891440803205508
0.9291646730736478,0.9914654293185368,0.6708013472121823,0.9306750533386412,0.8930632078359352,0.9829254935684115,0.7836901509857483
0.9249324446677143,0.991749906598843,0.6673187334716575,0.9298997207244721,0.88818127802085,0.9826652373415653,0.7795454545454545
0.921954027435311,0.9920160333493666,0.6645119549929677,0.931411319471021,0.8914339473163002,0.982100681378982,0.775301410963843
0.9224905885000897,0.9907186353697982,0.6619677261745622,0.930147763762568,0.8948224848224848,0.981260363433522,0.7760707602028466
0.9231493208175022,0.9894998690756743,0.6577282728272826,0.931062124248497,0.896254148885728,0.9812250074239831,0.7734972677595628
