Ames,BBBP,Cancer,CYP1A2,hERG,HIV,Liver
1.0,0.8,0.8,0.8,1.0,1.0,0.6
0.8325119325119339,0.9504040404040405,0.5963383838383829,0.7603030303030305,1.0,0.9751165980795612,0.6
0.8456934012489568,0.9734287317620651,0.6130813511458673,0.826458129683936,1.0,0.976361205219901,0.5654882154882148
0.8406060606060605,0.966977466977467,0.591819645732689,0.8192182696530527,0.9803030303030299,0.9767758515160869,0.5264646464646467
0.8207136678834788,0.9752376708259061,0.5901911767062481,0.8248650438814369,0.9148484848484847,0.9754319573905106,0.5994227994227994
0.8021638294365572,0.9801924001924002,0.5933597768526001,0.830694311536417,0.8490235690235686,0.9771079362250689,0.5826038159371495
0.8072428274959922,0.9834949494949494,0.5961733918255657,0.8374758574758575,0.8518037518037518,0.9747026461621446,0.6191000918273646
0.8152217503549904,0.985853609991541,0.5831854369237547,0.835900786844183,0.8503246753246753,0.9758283581055588,0.6593758093758095
0.8211974189332683,0.9876224364860728,0.5716910542180437,0.8364738292011016,0.8450336700336702,0.9763616081055224,0.6548340548340549
0.8303077779648069,0.988998088998089,0.5820316782550994,0.838342636324603,0.8588429752066116,0.9762233647541182,0.6310828877005348
0.8267917434815422,0.9900985464400097,0.5802900001042416,0.8436476124085047,0.8477502295684113,0.976859263189443,0.6263453245909387
0.8290804597701149,0.9909988776655443,0.5785996055226824,0.8376740494913786,0.8388888888888889,0.9764747353381452,0.64989417989418
0.8275392805748366,0.991749123891981,0.5869520220019152,0.8379747324498705,0.8523476523476525,0.9761542129961711,0.6356449874236435
0.829100916283579,0.9923839263461904,0.5959760028589022,0.8329905289296151,0.8448965848965848,0.9770315373945138,0.6495191040843216
0.8250031496538981,0.9929280271385534,0.5915927367568315,0.8337238069689112,0.8482659932659933,0.9783166801227192,0.644972804972805
0.8255101390772828,0.9933995694651433,0.5928383128800825,0.8351097423102415,0.835628342245989,0.9786010973674317,0.6677088343755011
0.8273583499175917,0.9938121600621601,0.5950957551425936,0.8396291019657844,0.8341207048121394,0.9793195815256912,0.6643074422384767
0.8299257792531336,0.9941762036391193,0.590737310737311,0.8420134747163976,0.8409197235513023,0.9798012957334168,0.6722975724991855
0.8292289988492522,0.9917496886674968,0.5856665468918434,0.843486660398425,0.8293073593073593,0.980508717811823,0.6749635391346622
0.828606287777372,0.9921839723275131,0.587909884482938,0.8457342003073709,0.8277624732170187,0.9794392328431458,0.6857256033726622
0.831959396409055,0.9925748222970446,0.5914993284392192,0.8466740051488593,0.820924661636124,0.9777302141527221,0.6914368914368916
0.8311856289237605,0.990571258806553,0.5968862010714916,0.8466076153475711,0.8230017566974089,0.9779612378700063,0.6820717294401505
0.8333036365323683,0.9909998865055044,0.5996693121693123,0.8436870605545306,0.8310740740740741,0.9781712860529408,0.68159891598916
0.8294787977694016,0.991391238235558,0.5926081097166956,0.8437048613934234,0.8382907134018245,0.9784712329478543,0.6796223586921262
0.8296725543560987,0.9917499739664688,0.5880283554655668,0.8440882040808985,0.8299706466373132,0.978227825552981,0.679537802265075
0.8289176890110983,0.9920799923129568,0.5903983307712478,0.8417955997551424,0.8300567248843113,0.9774067417761838,0.6880399845925594
0.8296857723363871,0.9904807282165772,0.5937706495482782,0.8421460311645145,0.8338256124463023,0.9774144013653314,0.6920670008815905
0.8308701299746332,0.990833270149367,0.5970496592431759,0.8411490135062694,0.8325708699902247,0.9776058054365955,0.6874359925788498
0.828330112906267,0.9911606360139196,0.6020566424984437,0.8396794115381028,0.8314047735418704,0.9777835263638905,0.6905038316803024
0.8299346823278059,0.9914654293185368,0.6049606039448026,0.8394580182579061,0.8352157943067035,0.9779489806322796,0.6989291941073913
0.831596541135833,0.9917499065988432,0.6087186330871578,0.8421641510651634,0.8351968886728244,0.9784351768634008,0.7003168044077135
0.8311383819405211,0.9920160333493666,0.6080155137876657,0.8438423930961244,0.8275737769855416,0.9784084454770836,0.7009364232594721
