Ames,BBBP,Cancer,CYP1A2,hERG,HIV,Liver
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25385137726817175,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.25383295699113084,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.2536487542207212,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.2540475747862914,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.2587218998157143,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.2633045504964408,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.26732405874946064,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.27124147457029196,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.27462290512213405,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.27803742453372016,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.2816026820841397,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.2862695729053668,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.2953429968098239,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.3036076446092801,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.3090048134910056,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.18171579666287502
0.0711495984484957,0.04852409523575428,0.3134309909090756,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.1841195155932261
0.0711495984484957,0.04852409523575428,0.3147823620255701,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.19413501113635542
0.0711495984484957,0.04852409523575428,0.3168172323109242,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.20154647783827118
0.0711495984484957,0.04852409523575428,0.32079744638457103,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.20154647783827118
0.0711495984484957,0.04852409523575428,0.3248654276598615,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.20544701625245984
0.0711495984484957,0.04852409523575428,0.32915909602509263,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.2193775105888478
0.07130295749257651,0.04852409523575428,0.3329495829797354,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.2291288566243194
0.07181415430617925,0.04852409523575428,0.33556597997633886,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.2291288566243194
0.07377394466004798,0.04852409523575428,0.33825463401720834,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.22934072660341642
0.07881199628698193,0.04852409523575428,0.34109683427714343,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.23000282028809468
0.08213711036075831,0.04852409523575428,0.34334366917354947,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.23180393592674697
0.08213711036075831,0.04852409523575428,0.3444347948348697,0.0694819119669966,0.09422540993600834,0.01725643213526196,0.23581609418193702
0.08259663174497865,0.04852409523575428,0.3456043931751885,0.0694819119669966,0.09407585326471254,0.01725643213526196,0.23893954924205502
