Cancer_KNeighborsClassifier,Cancer_NNClassifier,Cancer_RandomForestClassifier,Cancer_SVC
0.0,0.0,0.0,0.0
0.0100642008974893,0.01188178123361366,0.011027562476569022,0.01085697005754426
0.02104443232932978,0.020362735931392022,0.02249278395953222,0.02467332541030312
0.03172037986529914,0.032318977270375415,0.038903883515624224,0.03713145384592758
0.049553711584538876,0.044447137270263275,0.046948914448148915,0.050559017899695156
0.057257100787510895,0.05352914966464088,0.06044788380513942,0.058668207390524266
0.07008587716835143,0.06532785408332976,0.07170023338789434,0.07319419437962758
0.07951984202956329,0.08005625765536853,0.08305265823482574,0.08290508224391832
0.09277871531503992,0.0909826648705418,0.09181376732991467,0.09546090560873396
0.11034518959500614,0.10200332711886317,0.10251244175386165,0.10201479951362588
0.11718806356660474,0.11641116817234294,0.11608123345262178,0.11620858738860498
0.12535566116067784,0.12486857468876322,0.12600996058863717,0.13019570953284007
0.1334850010077671,0.13930046459623585,0.13791565149576507,0.13795425384521096
0.14344508202435788,0.15054736715914588,0.1475748357491497,0.1486107925498894
0.15402802485809636,0.1608777568444812,0.15461724453702191,0.16025895457567668
0.16500439129147265,0.1715825950181466,0.16610809671076363,0.17257654489992222
0.17462720040853705,0.188739325730875,0.1786803735793434,0.18352102156414635
0.18714508072735786,0.19564626806951346,0.19320892113311847,0.196579143580053
0.20282215858400493,0.20665533986027293,0.20902248050826241,0.20648310979701606
0.21867232846059745,0.21790441474800967,0.22324071629499392,0.22015950680617227
0.23433587125438674,0.23073389608984513,0.23679662585428832,0.23492833137799077
0.24911084617577578,0.24329080167669498,0.25139787945174835,0.24458356283534952
0.25977670912092476,0.2573719560269535,0.2643690275844929,0.25638237251954993
0.2691254716046726,0.2698324242459183,0.27793554683117183,0.2673459952635609
0.2797168523799638,0.2801907656731423,0.2921442331417388,0.27984189114652996
0.2941286575889387,0.2961326667775276,0.3013695477490959,0.29127230376834645
0.3075572501156844,0.3095604688692838,0.3117493386712945,0.29982982836139105
0.3192418700728966,0.31835864988294055,0.32556721811101735,0.31414879805226514
0.33410149660062727,0.3261769964437404,0.33589638451144843,0.32763707393187935
0.34190921778082145,0.337488694807534,0.3474302534842756,0.3401450625469321
0.35324107388622195,0.35069406897593774,0.3576760620700334,0.3529153244831488
0.36635379593268524,0.3613278152648319,0.3699092122833624,0.36031355290828204
0.3744986722083136,0.3695207175378636,0.3804235076102787,0.37985260122432
0.39145162505476216,0.383887408982889,0.3892925894819308,0.3885648775522248
0.39960611569161464,0.3978925622634897,0.4002072672891934,0.3975947002320178
0.40863396627694454,0.4113233803578603,0.40790583820596105,0.4072006120891247
0.4221226591717822,0.42285827073738486,0.4200898489803662,0.41750166403844774
0.43249017025661207,0.4369656405020166,0.43266830075545926,0.4267448049426892
0.4431060720662737,0.44601675123166296,0.44431290694652237,0.4411215370743603
0.44969098953491393,0.45848553940469133,0.4541607868414489,0.44921816359262856
0.45725202656431935,0.47014473651911076,0.4621525429771453,0.46258977837674864
0.4716627163397833,0.4804879541534725,0.4733720830878115,0.4712859631630618
0.49020858677184964,0.49431006507721154,0.4811727165506892,0.47989753455869755
0.49928422051287996,0.5065565518774016,0.48978580678562655,0.4867691449334628
0.50745664547227,0.5122017777727604,0.5000333345059833,0.5004842793237223
0.5206881966446287,0.5240931664439193,0.5087168107604977,0.509187817110229
0.5294848117313486,0.5347676107077645,0.5219321750254556,0.5217561873920369
0.5388132519667976,0.5432123760844695,0.5321331561729796,0.5344739453739211
0.5459732884662948,0.5522762480244556,0.5458900481121957,0.5431342063906404
0.5569634165331726,0.5651095811516922,0.5539289564048822,0.5578061084619577
0.5670067360002593,0.5738287508575228,0.5619464108233981,0.5689436360917706
0.5764337358857772,0.5848194378587237,0.571536678814684,0.5793187683105145
0.586387956018507,0.5935530680655788,0.5818492305257791,0.5873798572735339
0.5958594777196189,0.6041530423523083,0.589499883979909,0.5961346348230186
0.6052684015576192,0.6150851536849956,0.6000427705036028,0.6058529247853949
0.6146274781335277,0.6238509815267881,0.6113873274427595,0.6160944179894253
0.6236975557505725,0.6341675930875136,0.6213665443187242,0.6254073907512024
0.6371856241730087,0.6445517629037392,0.6291530113372223,0.640756070226728
0.646842237828757,0.6567679330935465,0.6368831758631164,0.6513598152338759
0.6552811864398134,0.6670911091962436,0.6451366177816406,0.6619446305389769
0.6662619586745392,0.6784127928101231,0.6565944633728474,0.6709058362934173
0.6775173367246853,0.6868258278215864,0.66103204171522,0.6804790764241939
0.6869146585297525,0.6959254701259749,0.6726224360674664,0.6879317721066232
0.6947867078918423,0.7053332894205687,0.6875094160746921,0.6951219941246822
0.7019978084425122,0.7159630191743037,0.6975231406874205,0.7113146877093709
0.7133278566182994,0.7247202735140347,0.7036327906834667,0.7207369125586809
0.7247012792177407,0.7340250752625795,0.7144905850724947,0.7279094645516497
0.7400967364414974,0.7459503808749778,0.725828170701112,0.7378832645120651
0.7519661547378552,0.7518789303961466,0.7342180219873542,0.7516151983029404
0.7614097980744419,0.761887257742765,0.7429333452978636,0.760717427692389
0.7676830397420271,0.771253568787559,0.7510361340050149,0.7725658695443481
0.7806150649866899,0.782192293701349,0.7623343369643903,0.7840659243622032
0.7912501469357023,0.7912384349307834,0.7726341094734408,0.7887762864850367
0.7993330581640421,0.796255389972095,0.7797810760556413,0.7981892164606184
0.8079336913822207,0.8031011980375551,0.7900221022406339,0.8101183928003401
0.8150810229330991,0.8124745579152298,0.7974272908280267,0.8178286582549186
0.8228922390615843,0.8203166266199764,0.8060885785534546,0.8233402727951372
0.8329534175926735,0.8280578820348001,0.818559144565566,0.8303731387099106
0.8410660108785745,0.8361679950355679,0.8266324825972674,0.8381265599141836
0.8550642540885519,0.8471011297058866,0.8359550665419979,0.8471356769033622
0.8663501848096417,0.8555857487208399,0.8442747744475604,0.8565037978854126
0.8756736530240966,0.8630771486070593,0.8576862102458163,0.8618287171393936
0.883169416129423,0.8749881009423351,0.8630020622515688,0.872089430070049
0.8937760830178686,0.887085653310705,0.8748457617833928,0.8807426506540814
0.9022416612459404,0.895510770604478,0.8845585765741273,0.8878795471912259
0.9063363018895053,0.8982904482811946,0.8913135061885699,0.8948185607927618
0.9151437054048263,0.9051806186387807,0.897484780097266,0.905409369830435
0.9230016450734327,0.9177323614927462,0.9070515341981119,0.9148799471843754
0.9313698047796055,0.9249089609359119,0.9154838240650174,0.9222868896019607
0.9374476010117616,0.9355911534496926,0.92394711262306,0.9294763360718121
0.9427508817247775,0.9393097296925091,0.9291213796855574,0.9356430168798313
0.949291652710988,0.9480833171058102,0.9362121245377107,0.9447727703385661
0.9571502642589464,0.9575748932243406,0.9463907213506421,0.9560164425199321
0.9609285185402318,0.963701987075986,0.9520561832636698,0.9633458312793879
0.9684754139177254,0.9692647991903008,0.9583862597272891,0.9702119090881698
0.9741711848912582,0.9750104720971933,0.964891033112264,0.9767128391775458
