smiles	nsc	level1	level2	level3	level4	level5	level6
CN(C)CCC(=O)c1ccccc1	89	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
CC2CC(C)C(=O)C(C(O)CC1CC(=O)NC(=O)C1)C2	185	O=C1CCCC(=O)N1	O=C2CC(CCC1CCCCC1=O)CC(=O)N2	O=C2CC(CCC1CCCCC1=O)CC(=O)N2	O=C2CC(CCC1CCCCC1=O)CC(=O)N2	O=C2CC(CCC1CCCCC1=O)CC(=O)N2	O=C2CC(CCC1CCCCC1=O)CC(=O)N2
O=c2oc(c1ccccc1)nc2=Cc3ccccc3	291	C=c1ncoc1=O	C=c2nc(c1ccccc1)oc2=O	O=c2oc(c1ccccc1)nc2=Cc3ccccc3	O=c2oc(c1ccccc1)nc2=Cc3ccccc3	O=c2oc(c1ccccc1)nc2=Cc3ccccc3	O=c2oc(c1ccccc1)nc2=Cc3ccccc3
OC(=O)CCCc1ccccc1	295	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
OC(=O)COc1ccccc1C(=O)Nc2ccccc2	531	c1ccccc1	O=C(Nc1ccccc1)c2ccccc2	O=C(Nc1ccccc1)c2ccccc2	O=C(Nc1ccccc1)c2ccccc2	O=C(Nc1ccccc1)c2ccccc2	O=C(Nc1ccccc1)c2ccccc2
CN(Cc2cnc1nc(N)nc(N)c1n2)c3ccc(C(=O)NC(CCC(O)=O)C(O)=O)cc3	740	c1cnccn1	c2cnc1ncncc1n2	C(Nc1ccccc1)c3cnc2ncncc2n3	C(Nc1ccccc1)c3cnc2ncncc2n3	C(Nc1ccccc1)c3cnc2ncncc2n3	C(Nc1ccccc1)c3cnc2ncncc2n3
Nc2nc(O)c1nn[nH]c1n2	749	c1c[nH]nn1	c2ncc1nn[nH]c1n2	c2ncc1nn[nH]c1n2	c2ncc1nn[nH]c1n2	c2ncc1nn[nH]c1n2	c2ncc1nn[nH]c1n2
COc3cc2CCC(NC(C)=O)c1cc(=O)c(OC)ccc1c2c(OC)c3OC	757	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
CC(=C)C1CCC(C)=CC1	844	C1CCC=CC1	C1CCC=CC1	C1CCC=CC1	C1CCC=CC1	C1CCC=CC1	C1CCC=CC1
C(Nc1ncnc2[nH]ncc12)c3ccco3	1620	c1cncnc1	c2ncc1cn[nH]c1n2	C(Nc1ncnc2[nH]ncc12)c3ccco3	C(Nc1ncnc2[nH]ncc12)c3ccco3	C(Nc1ncnc2[nH]ncc12)c3ccco3	C(Nc1ncnc2[nH]ncc12)c3ccco3
C[N+](C)(C)CCc1ccccc1	1848	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
NC(=O)COc1ccccc1	1865	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
CCOC(=O)C(C(=O)Cc1ccccc1)c2ccccc2	1970	c1ccccc1	O=C(Cc1ccccc1)Cc2ccccc2	O=C(Cc1ccccc1)Cc2ccccc2	O=C(Cc1ccccc1)Cc2ccccc2	O=C(Cc1ccccc1)Cc2ccccc2	O=C(Cc1ccccc1)Cc2ccccc2
Cc1ccc(NCCO)cc1	2154	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
CC(C)(C)c1ccc(O)c(Br)c1	2360	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
O=C2C(=Cc1ccccc1)CCCC2=Cc3ccccc3	2384	C=C1CCCC(=C)C1=O	C=C2CCCC(=Cc1ccccc1)C2=O	O=C2C(=Cc1ccccc1)CCCC2=Cc3ccccc3	O=C2C(=Cc1ccccc1)CCCC2=Cc3ccccc3	O=C2C(=Cc1ccccc1)CCCC2=Cc3ccccc3	O=C2C(=Cc1ccccc1)CCCC2=Cc3ccccc3
CCCOC(=O)c1cc(O)c(O)c(O)c1	2626	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
CC(C)C7NC(=O)C(NC(=O)c4ccc(C)c5oc3c(C)c(=O)c(N)c(C(=O)NC2C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C1CCCN1C(=O)C(C(C)C)NC2=O)c3nc45)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C7=O	3053	null	null	O=C3CNC(=O)CNC(=O)C(NC(=O)c1cc(=O)cc2occnc12)COC(=O)CNC(=O)CN3	O=C4CNC(=O)CNC(=O)C(NC(=O)c2cc(=O)cc3oc1ccccc1nc23)COC(=O)CNC(=O)CN4	O=C5CNC(=O)CNC(=O)C(NC(=O)c3cccc4oc2cc(=O)cc(C(=O)NC1COC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O)c2nc34)COC(=O)CNC(=O)CN5	O=C6CNC(=O)CNC(=O)C(NC(=O)c4cc(=O)cc5oc3cccc(C(=O)NC2COC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC2=O)c3nc45)COC(=O)CNC(=O)CN6
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2	3061	c1cncnc1	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2
CCCCCC(O)C1C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C(C)=CC=CC=CC=CC=CC(O)C(C)OC1=O	3364	O=C1CCCCCCCCCCCCCCC=CC=CC=CC=CC=CCCO1	O=C1CCCCCCCCCCCCCCC=CC=CC=CC=CC=CCCO1	O=C1CCCCCCCCCCCCCCC=CC=CC=CC=CC=CCCO1	O=C1CCCCCCCCCCCCCCC=CC=CC=CC=CC=CCCO1	O=C1CCCCCCCCCCCCCCC=CC=CC=CC=CC=CCCO1	O=C1CCCCCCCCCCCCCCC=CC=CC=CC=CC=CCCO1
CCCCCC(O)(CCCCC)CCCCCCCCc2c(O)c(=O)c1ccccc1c2=O	3578	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12
c3ccc(c2cccc(c1ccccn1)n2)nc3	3905	c1ccncc1	c2ccc(c1ccccn1)nc2	c3ccc(c2cccc(c1ccccn1)n2)nc3	c3ccc(c2cccc(c1ccccn1)n2)nc3	c3ccc(c2cccc(c1ccccn1)n2)nc3	c3ccc(c2cccc(c1ccccn1)n2)nc3
Cc2cc(=O)c1ccccc1c2=O	4170	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12
CN(C)c3ccc(C=Cc1cc[n+](C)c2ccccc12)cc3	4239	c1cc[nH+]cc1	c2ccc1[nH+]cccc1c2	C(=Cc1cc[nH+]c2ccccc12)c3ccccc3	C(=Cc1cc[nH+]c2ccccc12)c3ccccc3	C(=Cc1cc[nH+]c2ccccc12)c3ccccc3	C(=Cc1cc[nH+]c2ccccc12)c3ccccc3
Cc3ccc2ccc1ccc(C)nc1c2n3	4280	c1ccncc1	c2ccc1ncccc1c2	c1cnc3c(c1)ccc2cccnc23	c1cnc3c(c1)ccc2cccnc23	c1cnc3c(c1)ccc2cccnc23	c1cnc3c(c1)ccc2cccnc23
Cc3ccc(S(=O)(=O)Nc1cccc2c(O)ncnc12)cc3	4367	c1cncnc1	c2ccc1ncncc1c2	O=S(=O)(Nc1cccc2cncnc12)c3ccccc3	O=S(=O)(Nc1cccc2cncnc12)c3ccccc3	O=S(=O)(Nc1cccc2cncnc12)c3ccccc3	O=S(=O)(Nc1cccc2cncnc12)c3ccccc3
OCc3cc(OCC(O)C(O)C(O)C=O)c2c(=O)c1ccccc1c(=O)c2c3	4722	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c2c1ccccc1c(=O)c3ccccc23	O=c2c1ccccc1c(=O)c3ccccc23	O=c2c1ccccc1c(=O)c3ccccc23	O=c2c1ccccc1c(=O)c3ccccc23
O=N(=O)c3ccc(NN=c1c(=O)[nH]c2ccccc12)c(N(=O)=O)c3	4810	N=c1cc[nH]c1=O	N=c1c(=O)[nH]c2ccccc12	O=c2[nH]c1ccccc1c2=NNc3ccccc3	O=c2[nH]c1ccccc1c2=NNc3ccccc3	O=c2[nH]c1ccccc1c2=NNc3ccccc3	O=c2[nH]c1ccccc1c2=NNc3ccccc3
CN(C)c2ccc(C=c1sc(=S)[nH]c1=O)cc2	5042	C=c1sc(=S)[nH]c1=O	O=c1[nH]c(=S)sc1=Cc2ccccc2	O=c1[nH]c(=S)sc1=Cc2ccccc2	O=c1[nH]c(=S)sc1=Cc2ccccc2	O=c1[nH]c(=S)sc1=Cc2ccccc2	O=c1[nH]c(=S)sc1=Cc2ccccc2
Cc2ccc3oc(=O)c5c(O)c1cccc(O)c1c4oc(=O)c2c3c45	5159	O=c1cccco1	O=c1occc2ccccc12	O=c2oc1ccccc1c3ccccc23	O=c1oc3cccc4c(=O)oc2cccc1c2c34	O=c2oc4cccc5c(=O)oc3c1ccccc1cc2c3c45	O=c2oc4cccc5c(=O)oc3c1ccccc1cc2c3c45
COc5ccc4cc3c2cc1OCOc1cc2CC[n+]3cc4c5OC	5355	C1OC=CO1	C2Oc1ccccc1O2	C3Oc2cc1CC[NH+]=Cc1cc2O3	C4Oc3cc2CC[n+]1ccccc1c2cc3O4	C5Oc4cc3CC[n+]2cc1ccccc1cc2c3cc4O5	C5Oc4cc3CC[n+]2cc1ccccc1cc2c3cc4O5
Cc3cc(O)c2cc1c(O)c(O)ccc1cc2c3	6152	c1ccccc1	c2ccc1ccccc1c2	c3ccc2cc1ccccc1cc2c3	c3ccc2cc1ccccc1cc2c3	c3ccc2cc1ccccc1cc2c3	c3ccc2cc1ccccc1cc2c3
CC12CCC(CC1)C(C)(C)O2	6171	null	null	C1CC2CCC1CO2	C1CC2CCC1CO2	C1CC2CCC1CO2	C1CC2CCC1CO2
CCN(CC)Cc2cc(c1cc(CC=C)c(O)c(CN(CC)CC)c1)cc(CC=C)c2O	6386	c1ccccc1	c2ccc(c1ccccc1)cc2	c2ccc(c1ccccc1)cc2	c2ccc(c1ccccc1)cc2	c2ccc(c1ccccc1)cc2	c2ccc(c1ccccc1)cc2
Oc2cc(S(O)(=O)=O)c1cc(N(=O)=O)ccc1c2N=Nc4ccc3ccccc3c4O	7223	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c4ccc3ccccc3c4	N(=Nc1cccc2ccccc12)c4ccc3ccccc3c4	N(=Nc1cccc2ccccc12)c4ccc3ccccc3c4
Cc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2	7364	c1cncnc1	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2	c2ccc(c1cncnc1)cc2
CC6CNC5C(C)C4(CCC3C2CC=C1CC(O)CCC1(C)C2C(=O)C3=C4C)OC5C6	7520	C1CCOC1	C1COC2(C1)CCCC=C2	C3CNC2CC1(CCCC=C1)OC2C3	O=C4CCC3CCC2(CC1NCCCC1O2)C=C34	O=C5C1CC=CCC1C4CCC3(CC2NCCCC2O3)C=C45	O=C6C1C(CC=C2CCCCC12)C5CCC4(CC3NCCCC3O4)C=C56
CC12CCC(O)C=C1CCC4C2CCC5(C)C(c3ccc(=O)oc3)CCC45O	7521	C1CCCCC1	C2CCC1CCCCC1C2	C1CCC2C(C1)CCC3=CCCCC23	C4CC=C3CCC2C1CCCC1CCC2C3C4	O=c5ccc(C4CCC3C2CCC1=CCCCC1C2CCC34)co5	O=c5ccc(C4CCC3C2CCC1=CCCCC1C2CCC34)co5
NC(=O)NC1NC(=O)NC1=O	7606	O=C1CNC(=O)N1	O=C1CNC(=O)N1	O=C1CNC(=O)N1	O=C1CNC(=O)N1	O=C1CNC(=O)N1	O=C1CNC(=O)N1
C=CC(=O)NCNC(=O)C=C	7774	null	null	null	null	null	null
Oc3ccc(C(c1ccc(O)cc1)=c2ccc(=O)cc2)cc3	7805	C=c1ccc(=O)cc1	O=c2ccc(=Cc1ccccc1)cc2	O=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	O=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	O=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	O=c3ccc(=C(c1ccccc1)c2ccccc2)cc3
Cc3ccc(N=Nc1c(O)ccc2cc(S(O)(=O)=O)ccc12)cc3	7814	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3
Oc2ccc1cc(S(O)(=O)=O)ccc1c2N=Nc3ccccc3	7831	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3
Oc4ccc3C2c1cc(O)c(O)cc1CC2(O)COc3c4	8661	C1COC=CC1	C1OC=CC2C=CCC12	C1OC=CC2C1Cc3ccccc23	C2Oc1ccccc1C3C2Cc4ccccc34	C2Oc1ccccc1C3C2Cc4ccccc34	C2Oc1ccccc1C3C2Cc4ccccc34
CC1CCC6(NC1)OC5CC4C3CCC2CC(O)CCC2(C)C3CCC4(C)C5C6C	9223	C1CCNCC1	C2CCC1(CCCO1)NC2	C3CCC2(CC1CCCC1O2)NC3	C4CCC3(CC2C(CC1CCCCC12)O3)NC4	C5CCC4(CC3C(CC2C1CCCCC1CCC23)O4)NC5	C6CCC5(CC4C(CC3C2CCC1CCCCC1C2CCC34)O5)NC6
CN(C)c4ccc3nc2c(ccc1ccccc12)[o+]c3c4	9291	c1c[o+]ccn1	c2ccc1[o+]ccnc1c2	c1ccc3c(c1)ccc2[o+]ccnc23	c1ccc4c(c1)ccc3[o+]c2ccccc2nc34	c1ccc4c(c1)ccc3[o+]c2ccccc2nc34	c1ccc4c(c1)ccc3[o+]c2ccccc2nc34
Cc3cc(N=Nc1c(O)ccc2ccccc12)ccc3N=Nc4cccc([N+](C)(C)C)c4	9609	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc3ccc(N=Nc1cccc2ccccc12)cc3)c4ccccc4	N(=Nc3ccc(N=Nc1cccc2ccccc12)cc3)c4ccccc4	N(=Nc3ccc(N=Nc1cccc2ccccc12)cc3)c4ccccc4
CC(=O)C4CCC3C2CCC1=CC(=O)CCC1(C)C2CCC34C	9704	O=C1CCCC=C1	O=C2CCC1CCCCC1=C2	O=C3CCC2C1CCCCC1CCC2=C3	O=C4CCC3C2CCC1CCCC1C2CCC3=C4	O=C4CCC3C2CCC1CCCC1C2CCC3=C4	O=C4CCC3C2CCC1CCCC1C2CCC3=C4
C1CN1c4nc(N2CC2)nc(N3CC3)n4	9706	c1ncncn1	C1CN1c2ncncn2	C1CN1c3ncnc(N2CC2)n3	C1CN1c4nc(N2CC2)nc(N3CC3)n4	C1CN1c4nc(N2CC2)nc(N3CC3)n4	C1CN1c4nc(N2CC2)nc(N3CC3)n4
Oc2ccc1ccccc1c2N=Nc3ccc(S(O)(=O)=O)cc3	9853	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3
Cc3cc(C(c1ccc(N)c(C)c1)=c2ccc(=N)c(C)c2)ccc3N	9858	C=c1ccc(=N)cc1	N=c2ccc(=Cc1ccccc1)cc2	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3
NC(=N)c2ccc(OCCCCCOc1ccc(C(N)=N)cc1)cc2	9921	c1ccccc1	C(CCOc1ccccc1)CCOc2ccccc2	C(CCOc1ccccc1)CCOc2ccccc2	C(CCOc1ccccc1)CCOc2ccccc2	C(CCOc1ccccc1)CCOc2ccccc2	C(CCOc1ccccc1)CCOc2ccccc2
CC(C)c1ccc(C=NNC(N)=S)cc1	9936	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
COc4ccc3nc(C)cc(NCCCCCCCCCNc1cc(C)nc2ccc(OC)cc12)c3c4	10010	c1ccncc1	c2ccc1ncccc1c2	C(CCCCNc1ccncc1)CCCCNc2ccnc3ccccc23	C(CCCCNc1ccnc2ccccc12)CCCCNc3ccnc4ccccc34	C(CCCCNc1ccnc2ccccc12)CCCCNc3ccnc4ccccc34	C(CCCCNc1ccnc2ccccc12)CCCCNc3ccnc4ccccc34
CC34CC(=O)C1C(CCC2=CC(=O)C=CC12C)C3CCC4(O)C(=O)CO	10023	O=C1CCCCC1	O=C2CCCC1CCCCC12	O=C3CCCC2CCC1=CC(=O)C=CC1C23	O=C4CC1CCCC1C3CCC2=CC(=O)C=CC2C34	O=C4CC1CCCC1C3CCC2=CC(=O)C=CC2C34	O=C4CC1CCCC1C3CCC2=CC(=O)C=CC2C34
O=C2OC(c1ccccc1)=NC2c3ccccc3	10171	O=C1CN=CO1	O=C1OC=NC1c2ccccc2	O=C2OC(c1ccccc1)=NC2c3ccccc3	O=C2OC(c1ccccc1)=NC2c3ccccc3	O=C2OC(c1ccccc1)=NC2c3ccccc3	O=C2OC(c1ccccc1)=NC2c3ccccc3
O=C(C=Cc1ccccc1)N2CCCCC2	10411	C1CCNCC1	O=C(C=Cc1ccccc1)N2CCCCC2	O=C(C=Cc1ccccc1)N2CCCCC2	O=C(C=Cc1ccccc1)N2CCCCC2	O=C(C=Cc1ccccc1)N2CCCCC2	O=C(C=Cc1ccccc1)N2CCCCC2
Cc3ccc(N=Nc1c(O)c(S(O)(=O)=O)cc2cc(S(O)(=O)=O)ccc12)c(C)c3	10458	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3
Nc3ccc(C(c1ccc(N)cc1)=c2ccc(=N)cc2)cc3	10460	C=c1ccc(=N)cc1	N=c2ccc(=Cc1ccccc1)cc2	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3	N=c3ccc(=C(c1ccccc1)c2ccccc2)cc3
CC14CCC(=O)C=C1CCC3C2CCC(O)(C(=O)CO)C2(C)CC(O)C34	10483	O=C1CCCC=C1	O=C2CCC1CCCCC1=C2	O=C3CCC2C1CCCCC1CCC2=C3	O=C4CCC3C2CCC1CCCC1C2CCC3=C4	O=C4CCC3C2CCC1CCCC1C2CCC3=C4	O=C4CCC3C2CCC1CCCC1C2CCC3=C4
CC1CCCN1CCCOC(=O)c3ccc(OC2CCCC=C2)cc3	10709	C1CCC=CC1	C2CC=CC(Oc1ccccc1)C2	O=C(OCCCN1CCCC1)c3ccc(OC2CCCC=C2)cc3	O=C(OCCCN1CCCC1)c3ccc(OC2CCCC=C2)cc3	O=C(OCCCN1CCCC1)c3ccc(OC2CCCC=C2)cc3	O=C(OCCCN1CCCC1)c3ccc(OC2CCCC=C2)cc3
CNC(=O)Nc1ccccc1	10989	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
CN(C)c3ccc2nc1cc(C)c(N)cc1[s+]c2c3	11225	c1c[s+]ccn1	c2ccc1[s+]ccnc1c2	c3ccc2[s+]c1ccccc1nc2c3	c3ccc2[s+]c1ccccc1nc2c3	c3ccc2[s+]c1ccccc1nc2c3	c3ccc2[s+]c1ccccc1nc2c3
Oc2ccc1ccccc1c2N=Nc3ccccc3	11227	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc1cccc2ccccc12)c3ccccc3
Cc2c(O)c(=O)c1ccccc1c2=O	11897	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12
CC(C)=CCc2c(O)c(=O)c1ccccc1c2=O	11905	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12	O=c1ccc(=O)c2ccccc12
COc1cccc3c1cc(N(=O)=O)c4c(C(O)=O)cc2OCOc2c34	11926	C1OC=CO1	C2Oc1ccccc1O2	C3Oc2ccc1ccccc1c2O3	C4Oc3ccc2ccc1ccccc1c2c3O4	C4Oc3ccc2ccc1ccccc1c2c3O4	C4Oc3ccc2ccc1ccccc1c2c3O4
CN(C)CCOc1ccc(I)cc1Cc2ccccc2	11930	c1ccccc1	C(c1ccccc1)c2ccccc2	C(c1ccccc1)c2ccccc2	C(c1ccccc1)c2ccccc2	C(c1ccccc1)c2ccccc2	C(c1ccccc1)c2ccccc2
Cc4cc(N)c3cc(NC(=O)CCCCCCCCC(=O)Nc2ccc1nc(C)cc(N)c1c2)ccc3n4	12150	c1ccncc1	c2ccc1ncccc1c2	O=C(CCCCCCCCC(=O)Nc2ccc1ncccc1c2)Nc3ccccc3	O=C(CCCCCCCCC(=O)Nc2ccc1ncccc1c2)Nc4ccc3ncccc3c4	O=C(CCCCCCCCC(=O)Nc2ccc1ncccc1c2)Nc4ccc3ncccc3c4	O=C(CCCCCCCCC(=O)Nc2ccc1ncccc1c2)Nc4ccc3ncccc3c4
CC34CC(O)C2(F)C(CCC1=CC(=O)C=CC12C)C3CCC4(O)C(=O)CO	12174	O=C1C=CCC=C1	O=C2C=CC1CCCCC1=C2	O=C3C=CC2C1CCCCC1CCC2=C3	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4
CC(=O)OCC(=O)C4(O)CCC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C	12600	O=C1C=CCC=C1	O=C2C=CC1CCCCC1=C2	O=C3C=CC2C1CCCCC1CCC2=C3	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4
Oc2c(Br)c(c1ccccc1)nc3ccccc23	12825	c1ccncc1	c2ccc1ncccc1c2	c3ccc(c2ccc1ccccc1n2)cc3	c3ccc(c2ccc1ccccc1n2)cc3	c3ccc(c2ccc1ccccc1n2)cc3	c3ccc(c2ccc1ccccc1n2)cc3
CC34CC(O)C2(F)C(CCC1=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO	13397	O=C1C=CCC=C1	O=C2C=CC1CCCCC1=C2	O=C3C=CC2C1CCCCC1CCC2=C3	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4	O=C4C=CC3C2CCC1CCCC1C2CCC3=C4
CN3CCCCC(C(O)(c1ccccc1)c2ccccc2)C3=O	13413	O=C1CCCCCN1	O=C1NCCCCC1Cc2ccccc2	O=C1NCCCCC1C(c2ccccc2)c3ccccc3	O=C1NCCCCC1C(c2ccccc2)c3ccccc3	O=C1NCCCCC1C(c2ccccc2)c3ccccc3	O=C1NCCCCC1C(c2ccccc2)c3ccccc3
CN(C)c1nc(N(C)C)nc(N(C)C)n1	13875	c1ncncn1	c1ncncn1	c1ncncn1	c1ncncn1	c1ncncn1	c1ncncn1
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	14050	c1ccncc1	c2ccc1ncccc1c2	c2ccc1ncccc1c2	c2ccc1ncccc1c2	c2ccc1ncccc1c2	c2ccc1ncccc1c2
CCN(CC)CCCC(C)Nc2c1ccc(Cl)cc1nc3ccc(OC)cc23	14229	c1ccncc1	c2ccc1ncccc1c2	c3ccc2nc1ccccc1cc2c3	c3ccc2nc1ccccc1cc2c3	c3ccc2nc1ccccc1cc2c3	c3ccc2nc1ccccc1cc2c3
OC(=O)C1CCC(=O)C1=C	14347	C=C1CCCC1=O	C=C1CCCC1=O	C=C1CCCC1=O	C=C1CCCC1=O	C=C1CCCC1=O	C=C1CCCC1=O
CCN(CC)CCNc2ccc(C)c3sc1ccccc1c(=O)c23	14574	O=c1ccscc1	O=c1ccsc2ccccc12	O=c2c1ccccc1sc3ccccc23	O=c2c1ccccc1sc3ccccc23	O=c2c1ccccc1sc3ccccc23	O=c2c1ccccc1sc3ccccc23
COc2cc(CN1CCCCC1)cc3cc(C(O)=O)c(=O)oc23	14711	O=c1cccco1	O=c2ccc1ccccc1o2	O=c3ccc2cc(CN1CCCCC1)ccc2o3	O=c3ccc2cc(CN1CCCCC1)ccc2o3	O=c3ccc2cc(CN1CCCCC1)ccc2o3	O=c3ccc2cc(CN1CCCCC1)ccc2o3
Oc2ccc(O)c3c(=O)c1ccccc1c(=O)c23	15367	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c2c1ccccc1c(=O)c3ccccc23	O=c2c1ccccc1c(=O)c3ccccc23	O=c2c1ccccc1c(=O)c3ccccc23	O=c2c1ccccc1c(=O)c3ccccc23
CCN(CC)CCNC(=O)c1ccc(N(=O)=O)cc1OC	16657	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
COCCOC(C)C(=O)C(O)S(O)(=O)=O	17234	null	null	null	null	null	null
CCC4(O)CC(O)c3c(O)c2c(=O)c1c(O)ccc(O)c1c(=O)c2cc3C4C(=O)OC	18334	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c2ccc(=O)c3cc1CCCCc1cc23	O=c3c1ccccc1c(=O)c4cc2CCCCc2cc34	O=c3c1ccccc1c(=O)c4cc2CCCCc2cc34	O=c3c1ccccc1c(=O)c4cc2CCCCc2cc34
CCC8(O)CC(OC4CC(N(C)C)C(OC3CC2OC1CC(=O)C(C)OC1OC2C(C)O3)C(C)O4)c7c(O)c6c(=O)c5c(O)ccc(O)c5c(=O)c6cc7C8C(=O)OC	18335	C1COCCO1	O=C2COC1OCCOC1C2	O=C3COC2OC1COCCC1OC2C3	O=C4COC3OC2COC(OC1CCCOC1)CC2OC3C4	O=C5COC4OC3COC(OC2CCC(OC1CCCC=C1)OC2)CC3OC4C5	O=C6COC5OC4COC(OC3CCC(OC1CCCc2ccccc12)OC3)CC4OC5C6
CC(C)c1cccc(=O)c(O)c1	18804	O=c1cccccc1	O=c1cccccc1	O=c1cccccc1	O=c1cccccc1	O=c1cccccc1	O=c1cccccc1
