smiles	nsc	level1	level2	level3	level4	level5	level6
CCC(O)CC1OC3(CCC1C)CC4OC(=O)C=CC(C)(O)C(O)C(C)C(O)C(O)C(O)C(C)(O)CCCC=CC2CC(C)COC2(O)CC(O3)C4C	349622	O=C1OCCCCCCC=CCCCCCCCCCCC=C1	O=C1OC2CCOC(CCCC=CCCCCCCCCCCC=C1)C2	O=C3OC1CCOC(C1)CC2OCCCC2C=CCCCCCCCCCCC=C3	O=C2OC4CC(CC1OCCCC1C=CCCCCCCCCCCC=C2)OC3(CCCCO3)C4	O=C2OC4CC(CC1OCCCC1C=CCCCCCCCCCCC=C2)OC3(CCCCO3)C4	O=C2OC4CC(CC1OCCCC1C=CCCCCCCCCCCC=C2)OC3(CCCCO3)C4
COc3c(C)c(=O)c2C6C1C4C(CC(C(C#N)N1C(CO)c2c3=O)N4C)C5OCCN56	349644	C1CNCCN1	C1CC2CNCC1N2	C1NCC2NCC3CC1C2N3	C1NC3C=CCN4CC2CC1C(N2)C34	C1CN2C(O1)C4CC5CN3CC=CC2C3C4N5	O=c6ccc(=O)c5C3C4C1NC(CC1C2OCCN23)CN4Cc56
COc3ccc(C(C)c2cc1OCOc1cc2OC)cc3	350102	C1OC=CO1	C2Oc1ccccc1O2	C3Oc2ccc(Cc1ccccc1)cc2O3	C3Oc2ccc(Cc1ccccc1)cc2O3	C3Oc2ccc(Cc1ccccc1)cc2O3	C3Oc2ccc(Cc1ccccc1)cc2O3
CN(C)CC(=C)C(=O)c1ccc(O)cc1	350629	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1	c1ccccc1
CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)C(O)c2c[nH]cn2)C(=O)NCCc4nc(c3nc(C(=O)NCCCNCCCCN)cs3)cs4	350895	c1cscn1	c2csc(c1cscn1)n2	O=C(CCCNC(=O)CCc1c[nH]cn1)NCC(=O)NCCc3nc(c2nccs2)cs3	O=C(CCCNC(=O)C(Cc1c[nH]cn1)NC(=O)c2ccncn2)NCC(=O)NCCc4nc(c3nccs3)cs4	O=C(CCCNC(=O)C(Cc1c[nH]cn1)NC(=O)c2ccncn2)NCC(=O)NCCc4nc(c3nccs3)cs4	O=C(CCCNC(=O)C(Cc1c[nH]cn1)NC(=O)c2ccncn2)NCC(=O)NCCc4nc(c3nccs3)cs4
CC(=NNC(=S)N2CC1CCC(CC1)C2)c3ccccn3=O	351074	null	null	C1CC2CCC1CNC2	O=n1ccccc1C=NNC(=S)N3CC2CCC(CC2)C3	O=n1ccccc1C=NNC(=S)N3CC2CCC(CC2)C3	O=n1ccccc1C=NNC(=S)N3CC2CCC(CC2)C3
CC(=NNC(=S)N1CCCCCC1)c2ccccn2=O	351075	C1CCCNCC1	O=n1ccccc1C=NNC(=S)N2CCCCCC2	O=n1ccccc1C=NNC(=S)N2CCCCCC2	O=n1ccccc1C=NNC(=S)N2CCCCCC2	O=n1ccccc1C=NNC(=S)N2CCCCCC2	O=n1ccccc1C=NNC(=S)N2CCCCCC2
CN(C)C(=S)NN=C(C)c1ccccn1=O	351078	O=n1ccccc1	O=n1ccccc1	O=n1ccccc1	O=n1ccccc1	O=n1ccccc1	O=n1ccccc1
O=C1C=CC2C5C(C1N2Cc3ccccc3)C(=O)N(c4ccccc4)C5=O	351105	O=C1CNCC=C1	O=C1C=CC2CCC1N2	O=C3NC(=O)C2C1NC(C=CC1=O)C23	O=C1C=CC2NC1C4C2C(=O)N(c3ccccc3)C4=O	O=C1C=CC2C5C(C1N2Cc3ccccc3)C(=O)N(c4ccccc4)C5=O	O=C1C=CC2C5C(C1N2Cc3ccccc3)C(=O)N(c4ccccc4)C5=O
CN3C(c1ccccc1)CC(=NOS(=O)(=O)c2ccc(C)cc2)CC3c4ccccc4	351306	N=C1CCNCC1	N=C2CCNC(c1ccccc1)C2	N=C3CC(c1ccccc1)NC(c2ccccc2)C3	O=S(=O)(ON=C3CC(c1ccccc1)NC(c2ccccc2)C3)c4ccccc4	O=S(=O)(ON=C3CC(c1ccccc1)NC(c2ccccc2)C3)c4ccccc4	O=S(=O)(ON=C3CC(c1ccccc1)NC(c2ccccc2)C3)c4ccccc4
OCCn3nc(c1ccc(Cl)cc1)c(c2ccc(Cl)cc2)c(C#N)c3=O	351478	O=c1cccn[nH]1	O=c2cc(c1ccccc1)cn[nH]2	O=c3cc(c1ccccc1)c(c2ccccc2)n[nH]3	O=c3cc(c1ccccc1)c(c2ccccc2)n[nH]3	O=c3cc(c1ccccc1)c(c2ccccc2)n[nH]3	O=c3cc(c1ccccc1)c(c2ccccc2)n[nH]3
CN2C(c1ccccc1)CC(O)(C#C)CC2c3ccccc3	351666	C1CCNCC1	C2CCC(c1ccccc1)NC2	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3
CCC3(O)CC(c1ccccc1)N(C)C(c2ccccc2)C3	351667	C1CCNCC1	C2CCC(c1ccccc1)NC2	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3
CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(N)=O	351907	null	null	null	null	null	null
COc3cc2CCC(NC(C)=O)c1cc(=O)cccc1c2c(OC)c3OC	352277	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
CC5CC1OC(=O)C(=C)C1C(OC(=O)CCCC(=O)OC2C4C(CC(C)C3C=CC(=O)C23C)OC(=O)C4=C)C6(C)C5C=CC6=O	352330	C1CCCCCC1	C=C2C1CCCCCC1OC2=O	C=C3C2C(OC(=O)CCCC(=O)OC1CCCCCC1)CCCCC2OC3=O	C=C4C3C(OC(=O)CCCC(=O)OC1CCCCC2OC(=O)C(=C)C12)CCCCC3OC4=O	C=C5C4C(OC(=O)CCCC(=O)OC2C3C(CCC1C=CC(=O)C12)OC(=O)C3=C)CCCCC4OC5=O	C=C6C2C(CCC1C=CC(=O)C1C2OC(=O)CCCC(=O)OC4C5C(CCC3C=CC(=O)C34)OC(=O)C5=C)OC6=O
COc3ccc(C(C)c2cc1OCOc1cc2OCC=C)cc3	352692	C1OC=CO1	C2Oc1ccccc1O2	C3Oc2ccc(Cc1ccccc1)cc2O3	C3Oc2ccc(Cc1ccccc1)cc2O3	C3Oc2ccc(Cc1ccccc1)cc2O3	C3Oc2ccc(Cc1ccccc1)cc2O3
Nc2ncnc3c(C1OC(CO)C(O)C1O)c[nH]c23	352890	c1cncnc1	c2ncc1[nH]ccc1n2	C3COC(c1c[nH]c2cncnc12)C3	C3COC(c1c[nH]c2cncnc12)C3	C3COC(c1c[nH]c2cncnc12)C3	C3COC(c1c[nH]c2cncnc12)C3
CCOCC(=O)NC2CCc1cc(OC)c(OC)c(OC)c1c3ccc(OC)c(=O)cc23	353494	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
CC(NNC(=S)N2CCN(c1ccccn1)CC2)c3nccc4ccccc34	353896	c1ccncc1	c2ccc1cnccc1c2	S=C(NNCc1nccc2ccccc12)N3CCNCC3	S=C(NNCc1nccc2ccccc12)N4CCN(c3ccccn3)CC4	S=C(NNCc1nccc2ccccc12)N4CCN(c3ccccn3)CC4	S=C(NNCc1nccc2ccccc12)N4CCN(c3ccccn3)CC4
CC(=O)OCC=C(C)C(=O)OC2CC1(C)OC1C=CC(CO)=CC3OC(=O)C(=C)C23	354049	C1CCC=CC=CC=CC1	C=C2C1CCC=CC=CC=CC1OC2=O	C=C3C2CCC1OC1C=CC=CC2OC3=O	C=C3C2CCC1OC1C=CC=CC2OC3=O	C=C3C2CCC1OC1C=CC=CC2OC3=O	C=C3C2CCC1OC1C=CC=CC2OC3=O
CC=C(COC(C)=O)C(=O)OC3CC1(C)OC1C2OC2C(CO)=CC4OC(=O)C(=C)C34	354051	C1CCC=CC=CC=CC1	C=C2C1CCC=CC=CC=CC1OC2=O	C=C3C2CCC1OC1C=CC=CC2OC3=O	C=C4C3CCC1OC1C2OC2C=CC3OC4=O	C=C4C3CCC1OC1C2OC2C=CC3OC4=O	C=C4C3CCC1OC1C2OC2C=CC3OC4=O
CC=C(CO)C(=O)OC3CC1(C)OC1C2OC2C(CO)=CC4OC(=O)C(=C)C34	354069	C1CCC=CC=CC=CC1	C=C2C1CCC=CC=CC=CC1OC2=O	C=C3C2CCC1OC1C=CC=CC2OC3=O	C=C4C3CCC1OC1C2OC2C=CC3OC4=O	C=C4C3CCC1OC1C2OC2C=CC3OC4=O	C=C4C3CCC1OC1C2OC2C=CC3OC4=O
COc3cc(O)c2C(=O)OC(C)CC=CC(=O)C1OC1CC(O)C(O)c2c3	354462	O=C1OCCC=CC(=O)C=CCCCC=C1	O=C2C=CCCCc1ccccc1C(=O)OCCC=C2	O=C3C=CCCOC(=O)c1ccccc1CCCC2OC23	O=C3C=CCCOC(=O)c1ccccc1CCCC2OC23	O=C3C=CCCOC(=O)c1ccccc1CCCC2OC23	O=C3C=CCCOC(=O)c1ccccc1CCCC2OC23
COc5cccc6c(=O)c4c(O)c3CC(O)(C(=O)CO)CC(OC2CC(N1CCOCC1)C(O)C(C)O2)c3c(O)c4c(=O)c56	354646	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c2ccc(=O)c3cc1CCCCc1cc23	O=c3c1ccccc1c(=O)c4cc2CCCCc2cc34	O=c4c1ccccc1c(=O)c5cc3C(OC2CCCCO2)CCCc3cc45	O=c5c1ccccc1c(=O)c6cc4C(OC3CC(N2CCOCC2)CCO3)CCCc4cc56
CC(=NNC(=S)N2CC1CCC(CC1)C2)c3nccs3	354670	null	null	C1CC2CCC1CNC2	S=C(NN=Cc1nccs1)N3CC2CCC(CC2)C3	S=C(NN=Cc1nccs1)N3CC2CCC(CC2)C3	S=C(NN=Cc1nccs1)N3CC2CCC(CC2)C3
CC(=NNC(=S)N2CCN(c1ccccn1)CC2)c3nccs3	354671	C1CNCCN1	C2CN(c1ccccn1)CCN2	S=C(NN=Cc1nccs1)N3CCN(c2ccccn2)CC3	S=C(NN=Cc1nccs1)N3CCN(c2ccccn2)CC3	S=C(NN=Cc1nccs1)N3CCN(c2ccccn2)CC3	S=C(NN=Cc1nccs1)N3CCN(c2ccccn2)CC3
COc3ccc2oc1cccc(NCCN(C)C)c1c(=O)c2c3	354674	O=c1ccocc1	O=c1ccoc2ccccc12	O=c2c1ccccc1oc3ccccc23	O=c2c1ccccc1oc3ccccc23	O=c2c1ccccc1oc3ccccc23	O=c2c1ccccc1oc3ccccc23
COc4cc(C=C)cc5c(=O)oc2c(cc(OC)c3c(O)ccc(C1OC(C)C(O)C(C)(O)C1O)c23)c45	354844	O=c1cccco1	O=c1occc2ccccc12	O=c2oc1ccccc1c3ccccc23	O=c3oc2c1ccccc1ccc2c4ccccc34	O=c4oc3c(ccc2cccc(C1CCCCO1)c23)c5ccccc45	O=c4oc3c(ccc2cccc(C1CCCCO1)c23)c5ccccc45
COc1ccc3c(cc1=O)C(NC(C)=O)CCc2cc(O)c(O)c(OC)c23	354974	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
COc3cc2CCC(NC(C)=O)c1cc(=O)c(OC)ccc1c2c(O)c3O	354975	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
CC3C(c1ccccc1)NC(c2ccccc2)CC3(N)C#N	355147	C1CCNCC1	C2CCC(c1ccccc1)NC2	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3	C3CC(c1ccccc1)NC(c2ccccc2)C3
CN(C)CCNc2ccc(CO)c3oc1ccc(O)cc1c(=O)c23	355184	O=c1ccocc1	O=c1ccoc2ccccc12	O=c2c1ccccc1oc3ccccc23	O=c2c1ccccc1oc3ccccc23	O=c2c1ccccc1oc3ccccc23	O=c2c1ccccc1oc3ccccc23
COc4cc3CCC(NC(=O)c1cc(OC)c(OC)c(OC)c1)c2cc(=O)c(OC)ccc2c3c(OC)c4OC	355256	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=C(NC2CCc1ccccc1c3cccc(=O)cc23)c4ccccc4	O=C(NC2CCc1ccccc1c3cccc(=O)cc23)c4ccccc4	O=C(NC2CCc1ccccc1c3cccc(=O)cc23)c4ccccc4
COc4cc3CCC(NC(=O)COc1ccccc1)c2cc(=O)c(OC)ccc2c3c(OC)c4OC	355450	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=C(COc1ccccc1)NC3CCc2ccccc2c4cccc(=O)cc34	O=C(COc1ccccc1)NC3CCc2ccccc2c4cccc(=O)cc34	O=C(COc1ccccc1)NC3CCc2ccccc2c4cccc(=O)cc34
COc4cc1c(Cc2c1[n+](C)cc3cc(OC)c(OC)cc23)cc4O	355457	c1cc[nH+]cc1	c2ccc1c[nH+]ccc1c2	C2C=Cc3[nH+]cc1ccccc1c23	C3c1ccccc1c4[nH+]cc2ccccc2c34	C3c1ccccc1c4[nH+]cc2ccccc2c34	C3c1ccccc1c4[nH+]cc2ccccc2c34
CC1C(=C)COC1(O)C3OCOC(C2CC(=O)NC(=O)C2)C3O	355461	C1COCOC1	O=C2CC(C1CCOCO1)CC(=O)N2	C=C3COC(C2CC(C1CC(=O)NC(=O)C1)OCO2)C3	C=C3COC(C2CC(C1CC(=O)NC(=O)C1)OCO2)C3	C=C3COC(C2CC(C1CC(=O)NC(=O)C1)OCO2)C3	C=C3COC(C2CC(C1CC(=O)NC(=O)C1)OCO2)C3
CCOC(=O)NC2CCc1cc(OC)c(OC)c(OC)c1c3ccc(OC)c(=O)cc23	355637	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
CNCCNc2ccc3n(CCNCCO)nc4c1c(O)ccc(O)c1c(=O)c2c34	355644	c1cn[nH]c1	c2ccc1[nH]ncc1c2	O=c1ccc2n[nH]c3cccc1c23	O=c2c1ccccc1c4n[nH]c3cccc2c34	O=c2c1ccccc1c4n[nH]c3cccc2c34	O=c2c1ccccc1c4n[nH]c3cccc2c34
COc2ccc(C1(CC=C)CCC(=O)C=C1)cc2	356123	O=C1CCCC=C1	O=C2CCC(c1ccccc1)C=C2	O=C2CCC(c1ccccc1)C=C2	O=C2CCC(c1ccccc1)C=C2	O=C2CCC(c1ccccc1)C=C2	O=C2CCC(c1ccccc1)C=C2
O=C(CC1C=CCS1(=O)=O)NCc2ccccc2	356125	O=S1(=O)CC=CC1	O=C(CC1C=CCS1(=O)=O)NCc2ccccc2	O=C(CC1C=CCS1(=O)=O)NCc2ccccc2	O=C(CC1C=CCS1(=O)=O)NCc2ccccc2	O=C(CC1C=CCS1(=O)=O)NCc2ccccc2	O=C(CC1C=CCS1(=O)=O)NCc2ccccc2
Oc2c(C(=O)C=Cc1ccc(Cl)cc1)ccccc2=O	356777	O=c1cccccc1	O=C(C=Cc1ccccc1)c2ccccc(=O)c2	O=C(C=Cc1ccccc1)c2ccccc(=O)c2	O=C(C=Cc1ccccc1)c2ccccc(=O)c2	O=C(C=Cc1ccccc1)c2ccccc(=O)c2	O=C(C=Cc1ccccc1)c2ccccc(=O)c2
CCC(C)C=CC(=O)N1CC(C)CC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C(O)C(C)C)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(C)C	356885	C1CCNC1	C1CCNC1	C1CCNC1	C1CCNC1	C1CCNC1	C1CCNC1
CC(CC1OC(=O)C(C)=C1)=CCOc3ccc2ccc(=O)oc2c3	356887	O=c1cccco1	O=c2ccc1ccccc1o2	O=C3OC(CC=CCOc2ccc1ccc(=O)oc1c2)C=C3	O=C3OC(CC=CCOc2ccc1ccc(=O)oc1c2)C=C3	O=C3OC(CC=CCOc2ccc1ccc(=O)oc1c2)C=C3	O=C3OC(CC=CCOc2ccc1ccc(=O)oc1c2)C=C3
NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCNC(N)=N	356894	null	null	null	null	null	null
CC(=O)OC2C(O)C1C(C)(C)CCC(O)C1(C)C3(O)C(=O)CC(C)(C=C)OC23C	357088	O=C1CCOCC1	O=C2CCOC1CCCCC12	O=C3CCOC2CCC1CCCCC1C23	O=C3CCOC2CCC1CCCCC1C23	O=C3CCOC2CCC1CCCCC1C23	O=C3CCOC2CCC1CCCCC1C23
COc2ccc4CC[N+](C)(C)C3C(c1ccc(O)cc1)Oc2c34	357090	C1CC=CC[NH2+]1	C2Cc1ccccc1C[NH2+]2	C1Cc2cccc3OCC([NH2+]1)c23	C2Cc3cccc4OC(c1ccccc1)C([NH2+]2)c34	C2Cc3cccc4OC(c1ccccc1)C([NH2+]2)c34	C2Cc3cccc4OC(c1ccccc1)C([NH2+]2)c34
COc5c(C)c(=O)c4CC3C1N(C)C(Cc2c1c(=O)c(OC)c(C)c2=O)C(C#N)N3C(CNC(=O)C(C)O)c4c5=O	357503	C1CNCCN1	C1NCC2NC1CC=C2	O=c2ccc(=O)c1C3CNCC(Cc12)N3	O=c4ccc(=O)c3C1NC(CN2CC=CCC12)Cc34	O=c4ccc(=O)c3CN2CC1Cc5c(C(N1)C2Cc34)c(=O)ccc5=O	O=c4ccc(=O)c3CN2CC1Cc5c(C(N1)C2Cc34)c(=O)ccc5=O
NC(=O)C3=CC1C2C=CC1(O)C(=O)OC2O3	357683	O=C1CCCCO1	O=C2CC1CC(OC=C1)O2	O=C3OC1OC=CC2C1C=CC23	O=C3OC1OC=CC2C1C=CC23	O=C3OC1OC=CC2C1C=CC23	O=C3OC1OC=CC2C1C=CC23
COc5cccc6c(=O)c4c(O)c3CC(O)(C(=O)CO)CC(OC2CC(N1CCOCC1C#N)C(O)C(C)O2)c3c(O)c4c(=O)c56	357704	O=c1ccc(=O)cc1	O=c1ccc(=O)c2ccccc12	O=c2ccc(=O)c3cc1CCCCc1cc23	O=c3c1ccccc1c(=O)c4cc2CCCCc2cc34	O=c4c1ccccc1c(=O)c5cc3C(OC2CCCCO2)CCCc3cc45	O=c5c1ccccc1c(=O)c6cc4C(OC3CC(N2CCOCC2)CCO3)CCCc4cc56
CNc3nc2c(C)ccc1[nH]c(N(C)C)nc1c2n3	357828	null	c2ccc1ncnc1cc2	c3cc1ncnc1c2nc[nH]c2c3	c3cc1ncnc1c2nc[nH]c2c3	c3cc1ncnc1c2nc[nH]c2c3	c3cc1ncnc1c2nc[nH]c2c3
OCCNCCNc2ccc3n(CCNCCO)nc4c1cccc(O)c1c(=O)c2c34	357885	c1cn[nH]c1	c2ccc1[nH]ncc1c2	O=c1ccc2n[nH]c3cccc1c23	O=c2c1ccccc1c4n[nH]c3cccc2c34	O=c2c1ccccc1c4n[nH]c3cccc2c34	O=c2c1ccccc1c4n[nH]c3cccc2c34
CCCC(=O)NC2CCc1cc(OC)c(OC)c(OC)c1c3ccc(SC)c(=O)cc23	358257	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
COC7C(O)C(O)C(n2c1c(Cl)cccc1c6c2c4[nH]c3c(Cl)cccc3c4c5c(=O)[nH]c(=O)c56)OC7CO	359079	O=c1ccc(=O)[nH]1	O=c1[nH]c(=O)c2ccccc12	O=c1[nH]c(=O)c3c1ccc2[nH]ccc23	O=c3[nH]c(=O)c4c1cc[nH]c1c2[nH]ccc2c34	O=c1[nH]c(=O)c5c1c2cc[nH]c2c4[nH]c3ccccc3c45	O=c1[nH]c(=O)c6c1c3c2ccccc2[nH]c3c5[nH]c4ccccc4c56
CCOC(=O)C5OC(C4(C)OC3(OC2(OC(C(C)C(=O)C(C)C(O)C(C)CC(C)c1c(Cl)cc(C)c(O)c1C(O)=O)C(C)CC2C)C=CC3O)C(C)C4OC)CC5O	359239	C1CCOCC1	C1CCC2(OC1)OCCC=C2	C1CCC3(OC1)OC2(CCCO2)CC=C3	C1CCC4(OC1)OC3(CCC(C2CCCO2)O3)CC=C4	O=C(CCCCCc1ccccc1)CC2CCCC5(O2)OC4(CCC(C3CCCO3)O4)CC=C5	O=C(CCCCCc1ccccc1)CC2CCCC5(O2)OC4(CCC(C3CCCO3)O4)CC=C5
CN2CCC(C(=O)NNc1ccccc1)CC2	359415	C1CCNCC1	O=C(NNc1ccccc1)C2CCNCC2	O=C(NNc1ccccc1)C2CCNCC2	O=C(NNc1ccccc1)C2CCNCC2	O=C(NNc1ccccc1)C2CCNCC2	O=C(NNc1ccccc1)C2CCNCC2
CCN(CC)CC[n+]4ccc3c(C)c2[nH]c1ccccc1c2c(C)c3c4	359449	c1cc[nH+]cc1	c2ccc1c[nH+]ccc1c2	c3cc2cc1c[nH+]ccc1cc2[nH]3	c1ccc4c(c1)[nH]c3cc2cc[nH+]cc2cc34	c1ccc4c(c1)[nH]c3cc2cc[nH+]cc2cc34	c1ccc4c(c1)[nH]c3cc2cc[nH+]cc2cc34
CCN(CC)Cc4cc(N=Nc2c(O)ccc3c(N=Nc1ccc(O)c(CN(CC)CC)c1)c(O)ccc23)ccc4O	359463	c1ccccc1	c2ccc1ccccc1c2	N(=Nc1cccc2ccccc12)c3ccccc3	N(=Nc2cccc3c(N=Nc1ccccc1)cccc23)c4ccccc4	N(=Nc2cccc3c(N=Nc1ccccc1)cccc23)c4ccccc4	N(=Nc2cccc3c(N=Nc1ccccc1)cccc23)c4ccccc4
NC(=N)c4ccc(N=Nc2c(O)c(C(=O)Nc1ccccc1)cc3ccccc23)cc4	359466	c1ccccc1	c2ccc1ccccc1c2	O=C(Nc1ccccc1)c3ccc2ccccc2c3	O=C(Nc1ccccc1)c4cc(N=Nc2ccccc2)c3ccccc3c4	O=C(Nc1ccccc1)c4cc(N=Nc2ccccc2)c3ccccc3c4	O=C(Nc1ccccc1)c4cc(N=Nc2ccccc2)c3ccccc3c4
Cc3ccc2OC1OC(C)(C(=O)C=C1)c2c3	359892	C1OCC=CO1	O=C1C=CC2OC=CC1O2	O=C1C=CC3OC1c2ccccc2O3	O=C1C=CC3OC1c2ccccc2O3	O=C1C=CC3OC1c2ccccc2O3	O=C1C=CC3OC1c2ccccc2O3
COC(=O)C1=COC(O)C(C=C)C1CC3CC(=O)CC(CCc2ccc(O)cc2)O3	360034	O=C1CCOCC1	O=C2CCOC(CC1CCOC=C1)C2	O=C3CC(CCc1ccccc1)OC(CC2CCOC=C2)C3	O=C3CC(CCc1ccccc1)OC(CC2CCOC=C2)C3	O=C3CC(CCc1ccccc1)OC(CC2CCOC=C2)C3	O=C3CC(CCc1ccccc1)OC(CC2CCOC=C2)C3
CC(C)=CC(O)CC(C)=CCCC(C)=CCCC1(C)C(CCCO)C(=C(C)C=O)CCC1(C)O	360038	C=C1CCCCC1	C=C1CCCCC1	C=C1CCCCC1	C=C1CCCCC1	C=C1CCCCC1	C=C1CCCCC1
COc3c(O)ccc(C2=Cc1ccc(O)cc1OC2)c3OC	360042	C1OC=CC=C1	C2Oc1ccccc1C=C2	C2Oc1ccccc1C=C2c3ccccc3	C2Oc1ccccc1C=C2c3ccccc3	C2Oc1ccccc1C=C2c3ccccc3	C2Oc1ccccc1C=C2c3ccccc3
CN2C(c1ccccc1)CC(=O)C(NC(C)=O)C2c3ccccc3	360219	O=C1CCNCC1	O=C2CCNC(c1ccccc1)C2	O=C3CC(c1ccccc1)NC(c2ccccc2)C3	O=C3CC(c1ccccc1)NC(c2ccccc2)C3	O=C3CC(c1ccccc1)NC(c2ccccc2)C3	O=C3CC(c1ccccc1)NC(c2ccccc2)C3
CN2C(c1ccccc1)CC(=O)C(N)C2c3ccccc3	360220	O=C1CCNCC1	O=C2CCNC(c1ccccc1)C2	O=C3CC(c1ccccc1)NC(c2ccccc2)C3	O=C3CC(c1ccccc1)NC(c2ccccc2)C3	O=C3CC(c1ccccc1)NC(c2ccccc2)C3	O=C3CC(c1ccccc1)NC(c2ccccc2)C3
CN3C(c1ccccc1)CC(=NOCc2ccccc2)CC3c4ccccc4	360239	N=C1CCNCC1	N=C2CCNC(c1ccccc1)C2	N=C3CC(c1ccccc1)NC(c2ccccc2)C3	C(ON=C3CC(c1ccccc1)NC(c2ccccc2)C3)c4ccccc4	C(ON=C3CC(c1ccccc1)NC(c2ccccc2)C3)c4ccccc4	C(ON=C3CC(c1ccccc1)NC(c2ccccc2)C3)c4ccccc4
OCN5C(=O)C4C1C=CC(C2C1C3C2C(=O)N(CO)C3=O)C4C5=O	361429	null	null	C1CC2CCC1C=C2	C1CC2C=CC1C3CCC23	O=C4NC(=O)C3C2C1CCC(C=C1)C2C34	O=C5NC(=O)C4C1C=CC(C2C1C3C2C(=O)NC3=O)C45
COc3c(O)cc2CCC(NC(C)=O)c1cc(=O)c(SC)ccc1c2c3OC	361792	O=c1cccccc1	O=c2cccc1C=CCCCc1c2	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3	O=c3cccc2c(CCCc1ccccc12)c3
CN7CCN(CN6C(=O)C5C1C=CC(C2C1C4C2C(=O)N(CN3CCN(C)CC3)C4=O)C5C6=O)CC7	361813	null	null	C1CC2CCC1C=C2	C1CC2C=CC1C3CCC23	O=C4NC(=O)C3C2C1CCC(C=C1)C2C34	O=C5NC(=O)C4C1C=CC(C2C1C3C2C(=O)NC3=O)C45
O=C6C5C1C=CC(C2C1C4C2C(=O)N(CN3CCSCC3)C4=O)C5C(=O)N6CN7CCSCC7	361814	null	null	C1CC2CCC1C=C2	C1CC2C=CC1C3CCC23	O=C4NC(=O)C3C2C1CCC(C=C1)C2C34	O=C5NC(=O)C4C1C=CC(C2C1C3C2C(=O)NC3=O)C45
