BBBP_KNeighborsClassifier,BBBP_NNClassifier,BBBP_RandomForestClassifier,BBBP_SVC
0.15079365079365079,0.1,0.12222222222222223,0.14722222222222223
0.15079365079365079,0.1,0.12222222222222223,0.14722222222222223
0.1504429212762546,0.09985888294711824,0.12173037565194426,0.14689271331428194
0.1329064454064454,0.0928030303030303,0.09713804713804715,0.13041726791726788
0.11574792437835915,0.08545642701525054,0.07338403644285997,0.11413078968961318
0.10766031955162388,0.07113180827886709,0.06974965339671221,0.10237952352658233
0.09944211881662471,0.057417125803489434,0.06619532569092683,0.09099334251606979
0.08917791551882456,0.05325811141720231,0.06389519831748566,0.08532682889501068
0.07931713734651649,0.049444920378955856,0.0617133898058009,0.07966091137654328
0.07409574811736673,0.04960869784317677,0.06089224820431456,0.07400184903788005
0.06925935855508097,0.05035285338050553,0.060057560862105286,0.06917823113260133
0.06788796599457134,0.05632041157580484,0.059100961853389734,0.07187361312778318
0.06717447407024343,0.061702714631118774,0.05879148513726977,0.07448493955252873
0.07128558681124812,0.0627931466598734,0.06322757190018424,0.07647985846074148
0.0748351008353516,0.06406243879429681,0.06692877419851098,0.07771459169485481
0.07493479416991915,0.06643044300639991,0.0661156862143704,0.07427961293092869
0.07497433668771442,0.06807260086896234,0.0655429498837033,0.07172180189588864
0.07469808741745504,0.06590406539643626,0.06623205973377204,0.07376912143750042
0.0742221841109229,0.064654266790417,0.06710886412074203,0.07541997624167199
0.07283674575025927,0.06758982502070658,0.06884072139803983,0.07526471390861598
0.07159755985690033,0.06954225360448901,0.07022899210732261,0.0751329633233779
0.07094338383276026,0.06756216360224279,0.07024291654454543,0.07509525972941153
0.06997902969647692,0.06612878789595276,0.06982234190100065,0.07506117176431423
0.06791495316259459,0.06663376287532566,0.06786127051655269,0.07503990284702547
0.06616309255300414,0.06681295312874255,0.06650251702088483,0.0745413406000763
0.06539991570367118,0.06596049174996538,0.06705110350635397,0.07253134947586923
0.06477361279278569,0.06502286535779353,0.06777656052812456,0.07162115426797641
0.06453687416825069,0.0638428462351907,0.06900541830706086,0.07384114743728576
0.06372200189030841,0.06324725437180138,0.06966250739225595,0.07528647453179824
0.061420500217890396,0.06415447546067546,0.06884933412211652,0.07473980314826155
0.059714951094267124,0.06533904830522592,0.06884898521377202,0.07466547705823309
0.05939995791783166,0.06717077524635458,0.07074522648294902,0.07569328998639042
0.059865604458887375,0.06873439975372886,0.07180343032012464,0.07638137586871425
0.061990110399611845,0.06972830658937512,0.07108080461429732,0.07634754177864186
0.0644895099534638,0.0709987328788213,0.07112603274447427,0.07628941196815515
0.06771664416809264,0.0728059322256438,0.07266180067395359,0.0761841198768641
0.06933700280245254,0.07391955026118217,0.07439729562811784,0.07621852072092243
0.06810087151633429,0.07380013485443775,0.07648786084838873,0.07650126456115743
0.06758333197026758,0.07406237475993396,0.07719078630171725,0.07700701621867087
0.06823823157902174,0.07494731543803332,0.0756296679247714,0.07787662273595435
0.06947280594495053,0.0763338674961278,0.07527217462387424,0.07870447938235701
0.07157689244664125,0.07847283662421492,0.07672011893705015,0.07946971122243845
0.07254169445225328,0.07998634565700427,0.07726145721004732,0.07932833488137951
0.07193319882042332,0.08063612408200152,0.0765508157132739,0.07793497581398391
0.07117260334627842,0.08166511672963282,0.07671781298824608,0.07791354308410631
0.0702184262546418,0.08317674566061659,0.07800180506362177,0.0796381984201607
0.06998046319159726,0.0836121439327556,0.07834371249906066,0.07977004331903773
0.07058327311863904,0.08278414099668557,0.07757969448761723,0.07803206726992398
0.0702407877335901,0.08277783117223934,0.0766973282121487,0.07663597246590774
